questions,answers
"My step is slow, and I breathe snow.To the ground, I bring death.My marching brings an end to me,I'm slain by the sun or engulfed by the sea.What am I?",A glacier.
"I am all that you see, yet I'm nothing at all, and from you, I will flee.Formed of deception, I will twist your perception.Wherever I'm rising, I warp the horizon.What am I?",A mirage.
"If you like being in nature and want to camp overnight, you can sleep in one of these.What is it?",A tent.
"There is a common plantThat's like something in the sky.It is bright yellow,And grows to be 10 feet high.What is it?",A sunflower.
"I bloom in yellow-golden,With fluffy little chicks.From the cold, I turn barren.What am I?",Mimosa.
"Colorful flowersBloomed in the garden,Beautiful colorsBut autumn is coming.What flowers are they?",Astra.
What tree grieves the most?,The weeping willow.
"A house with two residents - sometimes one, seldom three.Crack the walls, eat the dwellers, then throw it away.What is it?",A pod with peanuts.
I have lots of bark but no bite. What am I?,A tree.
"I am a plant you use in food, and my name consists of 5 letters.Remove the first letter of my name, and you'll get a form of energy.Get rid of two, and you'll get something necessary for life.Scramble together the last 3 letters, and you can drink it.What am I?",Wheat.
"I am a small seed, and there are three letters in my name.Take away two letters, and I still sound the same.What am I?",A pea.
"The moon is my mother, The sea is my dad.I have a million brothers.When I reach land, I'm dead.What am I?",A wave.
"There's a bridge in a hollowAnd a hundred cross itNo mason, no blacksmith, nor carpenter built it.What is it?",A frozen river.
"You will find me in the mountains, and you'll find me in a creek.I have no mouth, but I speak every tongue.I have no ears, yet I answer every cry, and I always have the final word.What am I?",An echo.
We are the pearls of night stolen in the light of day.What are we?,Dewdrops.
"I can run but never walk,Have a mouth but never talk,Have a head but never weep,Have a bed but never sleep.What am I?",A river.
"A thousand colored folds stretch toward the sky,Atop a tender strand,Rising from the land,'Til killed by maiden's hand.Perhaps, as a token of love.Perhaps, to say goodbye.What is it?",A flower.
"My love, when I gaze on thy beautiful face,Careering along, yet always in place -The thought has often come into my mindIf I ever shall see thy glorious behind.",The moon.
"Walks in the wind but stands where there's moist,Counts time, stops clocks,Swallows kingdoms, gnaws rocks.What is it?",Sand.
"What has roots that nobody sees,Is taller than trees,Up, up it goes,And yet never grows?",A mountain.
What falls but never breaks?,Dusk.
"What is thick but thin as a puff,What is short but tall as a bluff,What brings peace and calms the sea,What dazzles the eyes of you and me?",A rainbow.
"I'm gentle enough to soothe your skin,Light enough to fly through the sky,Strong enough to crack rocks.What am I?",Water.
"I can fly but have no wings,I can cry but have no eyes,Wherever I go, darkness follows me.What am I?",A cloud.
What did the bat say to his date?,"""You are fun to hang out with."""
"I come in a box and melt in your hands, I'm a Valentine's day gift that's widely loved.What Am I?",Chocolate.
"What occurs once in a date, twice in Valentine's Day, and three times in everlasting love?",The letter E.
"It could be delivered by mail, email, by hand, or even by pigeon.It is sometimes short, sometimes lengthy, and with deep, profound, or simple feelings.What is it?",A love letter.
"Current, serious, steady, or fast, It can also be either painful or beautiful,And sometimes it can forever last.What is it?",A relationship.
Lipsticks come in this colorAnd some ladybugs as well.And on Valentine's DayThis color roses many shops sell.What color is it?,Red.
"I have wings, but I'm no bird.I have a bow and arrow, but I'm not Robin Hood.I'm a Roman god, but I'm not Jupiter.I look like a toddler, but I need no diaper.My image expresses love, but I'm not a heart.Who am I?",Cupid.
"Balloons and cards, and bearsUse this red shape to sayThat I love you so muchEvery Valentine's Day.What is it?",A heart.
"I come in many shades: red, pink, yellow, orange, or white; but I'm not a crayon.I'm fragrant, but I'm not perfume.People put me in water, but I'm not dirty laundry.I have a stem, but I'm not a wine glass.People gift me on Valentine's day, but I'm not a stuffed animal.What am I?",A rose.
What did one oar say to the other on Valentine's day?,How about a little row-mance?
What do you call a rather small Valentine?,A valentiny.
One of Santa's reindeer also works on Valentine's Day? Which one?,Cupid.
What flower sounds very kissable?,Tulips.
"What can be touched, but can't be seen?",Someone's heart.
"I'm tiny but quite expensive. But when you use me, all I do is hang and sparkle.What Valentine's Day gift am I?",Earrings.
"You'll see two of me at every wedding, but I am not a person.What am I?",A wedding ring.
"I connect two people, but I touch only one.What am I?",A wedding ring.
"I have no finish line in sight, but you can break me. Once you have me, you are bound for life.What am I?",Marriage.
"I am another word for love, and I consist of nine letters. I rhyme with selection and perfection.What am I?",Affection.
"I can make you happy, I can make you cry. I can make you want me, but I can also drive people to madness.What am I?",Love.
"When I'm lost, I hurt the most, as well as when not had at all. I'm often hard to express and easy to ignore. You can give me to just one person, or to many. What am I?",Love.
What part of the ocean is considered the most romantic?,"The place where the ""buoy"" meets the ""gull."""
"I can be clogged, and I can break. I can be given but also kept. I can be crushed or be made whole. What am I?",A heart.
"From that which comes within itself,It builds its table on my shelf.What is it?",A spider.
"I wiggle and I cannot see,Sometimes I'm underground, and at times on a tree.I really don't want to end up on a hook,I turn into a person when combined with a book.What am I?",A worm.
"I have legs but rarely walk.I bite many but never talk.I search for places that can hide me,Because those that feed me also hate me.What am I?",A flea.
What animal can lend you a buck?,A deer (male deer are called bucks).
"I have around 5,000 feathers and I'm a bird native to America. People say Benjamin Franklin wanted me to be the national bird of the United States.What am I?",A turkey.
What do you call a cow sucked up by a tornado?,A milkshake.
I always sleep with my shoes on.What am I?,A horse.
What do you call a cow spying on another cow?,A steak out.
"I stash treasures in the ground,And dig them out in winter.You can find me in a tree,Nibbling on my nutty dinner.What am I?",A squirrel.
What is the first animal in space?,The cow that jumped over the moon.
"What goes tick-tock, bow-wow, tick-tock, bow-wow?",A watch dog.
"I have a duck's bill, a beaver's tail, webbed feet, and I lay eggs.What am I?",A platypus.
Why is it so difficult for the leopard to hide?,Because it's always spotted.
"I have no arms and legs. I crawl on my belly, and I have a lethal sting. When I go to sleep, I curl into a ring but I leave my eyes open wide. What am I?",A snake.
"I live on a farm and I'm pink.I'm famous for saying ""oink...oink.""Come near me, and you'll realize I stink.What am I?",A pig.
"My arms are longer than my legs, and I can be taught sign language to communicate with humans.What am I?",A gorilla.
I grow down as I grow up.What am I?,A goose - goose feathers are called down.
I am always black and whiteBut I'm not an old TVI'm a kind of animalThat begins with the letter ZWho am I?,A zebra.
"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?",A lion.
"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?",A cat.
What kind of can doesn't need a can-opener?,A pelican.
"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?",A donkey.
"I'm a pet with cute ears, four legs, and a tail at the end.You surely heard me barking. I'm known as man's best friend.What am I?",A dog.
"Some are afraid of this creature,Because it has a large bite.So be careful out in the ocean,One of its kin is a Great White.What is it?",A shark.
"Throughout the day I rest and sleep.At night, I fly and hunt.I have no feathers on my wings,Nor do I chirp or grunt.What am I?",A bat.
I am named after the animal I eat.What am I?,An anteater.
"I may be small, but I can climb a tower.What am I?",An ant.
"I'm not a superhero, but I have a cape. I have a comb, but I don't use it on my hair, and I am famously territorial.What am I?",A rooster.
This is a type of animalKnown for its long face.It's very good at runningSo people ride it in a race.,A horse.
What do you call a three-humped camel?,Pregnant.
What lives in a tiny house all alone?,A baby chick in an egg.
"My first letter is in sea but not in ocean,The second is in change but not in motion.My third letter in boat but never in ship,And the fourth is in travel as well as in trip.The fifth letter is in dark but not in caves,And my whole is a triangle popping up from the waves.  What am I?",A shark.
"My first letter is in cloud, but never in sky.The second is in roll but not in lie,My third letter is in water but not in trees.My whole makes you milk, kefir, and cheese.What am I?",A cow.
"My first letter is in follow but not in lead, and the second is in write but not in read.My third letter is in sky but not in cloud, my fourth is in humble but not in proud.My all makes circles in a bowl, or lies on a plate cooked up whole.What am I?",A fish.
"I sizzle like bacon, but I hatched from an egg,I expand when I eat, and I have no legs.What am I?",A snake.
"I have got a crown like a king, but I'm a disgrace when I sing.There are fewer eyes on my face than my tail, but only when I'm a male.What am I?",A peacock.
"I'm the opposite of a dog, but I'm not a god.I move my tail when I'm mad and growl when I'm pleased.What am I?",A cat.
I feed on leaves from treetops but my feet never leave the earth.What am I?,A giraffe.
"I go to school all my life, and I never leave the water, even though I breathe air. What am I?",A dolphin.
"I often join you at parties and holidays, but I never get to enjoy them.What am I?",A turkey.
I grow from egg to fish to creature.I burp when I talk and I jump when as I walk.What am I?,A frog.
"I have no legs, eyes, or nose, but if you give me enough time, I can move the earth.What am I?",A worm.
I have black circles around my eyes - even when I'm not exhausted.What am I?,A panda.
Play me with a ball and bat. Or hear me sing in a tophat.What am I?,A cricket.
"Alive without breath, as cold as death.All in mail never clinking.Never thirsty, ever drinking.What am I?",A fish.
"Born in water, I drown in water.A blood-thirsty beast you can barely see.What am I?",A mosquito.
"As small as your thumb, I am light in the air.You may hear me before you see me, But trust me, I'm there.What am I?",A hummingbird.
"I have a face like a tree and skin like the sea.A great beast I am, yet small vermin frighten me.What am I?",An elephant.
"I create my lair with earthen string,And dispatch my prey with a biting sting.What am I?",A spider.
"I had no father, only a grandfather... I shall bear no sons, only daughters.What am I?",A bee.
I plow and plow but never sow.What am I?,A pig.
"I have four legs but no tail. Usually, I am heard only at night.What am I?",A frog.
"What is that which, while it lives, constantly changes its habit, That is buried before it is dead, and whose tomb is valued wherever it is found?",A silkworm.
"My first letter is in window but not in pane.My second's in road but not in lane.My third is in oval but not in round.My fourth is in hearing but not in sound.My whole is known as a sign of peace.And from Noah's Ark, I won quick release.What am I?",A dove.
"A prickly house a little host contains.The pointed weapons keep back from pains,So he, unarmed, safe in his fort remains.Who is he?",A hedgehog.
What can honk without a horn?,A goose.
"I am an insect, and the first part of my name is another insect.What insect am I?",A beetle.
My first letter is in ocean but never in sea.My second's in wasp but never in bee.My third is in glider and also in flight.My whole is a creature that comes out at night.What am I?,An owl.
"Oh, how I love my dancing feet!They stay together - oh so neat.And when I want to walk a line,They all stay together and do double time.I count them up, ten times or more,And race on-off, across the floor.",A centipede.
"I can jump, I can swim,I swing from tree to tree.And I can also weave a houseThat's much bigger than me.What am I?",A spider.
"It can be in a hat,Or out of the bag.If you see it you'll be smitten,'Cause it's fluffy like a mitten.What is it?",A cat.
"It's small but larger than a bee,And agile as a flea.It hums but does not buzz,And it's not covered with fuzz.It is a small collectorOr juicy flower nectar,What is it?",A hummingbird.
"It can be white, blue, or black,Humped or have a horn.And when it talks, it sings its minuets,As it's traveling the depths.What is it?",A whale.
"I have no sword, I have no spear,Yet rule a horde that many fear,My soldiers fight with a wicked sting,I rule with might, yet I'm no king.What am I?",A queen bee.
"The cow is my cousin.If you see my name, you'll understand why.What am I?",A moose.
"What has armor but is not a knight,Snaps but is not a twig,And is always at homeEven on the move?",A turtle.
"If a man could carry my burden, he would break his back.I am not rich, but leave silver in my track.What am I?",A snail.
"I hang upside-down on trees.I'm the opposite of busy bees.I sleep and sleep, I'm very slow, and on each footI have three toes.What am I?",A sloth.
"I am both a bird and a kind of fruit, and I can even be a person.What am I?",Kiwi.
"You say ""hey."" I'll eat it.I say ""neigh.""What am I?",A horse.
"My start goes on toast, and my end's how birds move.My baby eats leaves, whereas I drink flowers.",Butterfly.
"Cupid without a bow.Donner with no kebab.One who dances, one who prances, all dragging present-giving dad.What am I?",A reindeer.
I've got a hole in my back and legs I lack.I live where I can't breathe and I eat without teeth.What am I?,A whale.
"When I walk, I jump, and when I stand, I sit.What animal am I?",A kangaroo.
I peel like an onion yet remain whole.Which mystery creature am I?,A lizard.
"I walk on silken strings and catch all sorts of things.When you find my home, I am gone.What am I?",A spider.
I'm the only known mammal incapable of jumping. That's because I'm very large.What animal am I?,An elephant.
"My field of vision is 270 degrees, and I'm quiet and sneaky like a ninja when I hunt for my prey.What bird am I?",An owl.
"I was born small and pink, but then I grew big and black and white.I'm lazy to cook, so all I eat is bamboo.What animal am I?",A panda.
"I've got horns, but I can't honk.Instead, I bleat, but I'm no sheep.What am I?",A goat
"I hover and zip through the air with a dazzling flare.I move from flower to flower, humming a tune, but I'm no insect.What am I?",A hummingbird.
"I am a king, and the jungle is my kingdom.I have a lush mane, and I'm tough to train.What am I?",A lion.
"I live in a den, and I wear a furry suit.I like to eat fish, but also berries and fruit.I love honey more than you do.What animal am I?",A bear.
"I wear a tuxedo when I'm swimming, and I slide on my tummy across the ice.What am I?",A penguin.
"I have a mane, but I'm no lion. I wear shoes, but I'm not a human.What am I?",A horse.
"I have a lump or two on my back, and I live in the sand.I'm tough and I'll carry you over the land.What am I?",A camel.
"I'm spotty and swift, but I'm no leopard.And no one wants to play cards with me.What am I?",A cheetah.
The alphabet starts with A and ends in Z. I go the other way around.What am I?,A zebra.
"I am an animal, but my name makes you think of dessert or something you might put in your hair.What am I?",A moose.
"It takes me a couple of weeks to digest what I eat, and I'm never in a hurry.What am I?",A sloth.
"You may find me cute, but I'm too big for a pet.I have a long trunk, and I never forget.What am I?",An elephant.
"Long and slinky like a trout, never sings till its guts come out. What is it?",It is a gun.
"Whether old Homer tippled wine or beer, Julep or cider, history is not clear; But plain it is-the bard, though want to roam, But for one liquid, never had left home. What is it?",The letter R.
"Inside a burning house, this thing is best to make. And best to make it quickly, before the fire's too much to take! What is it?",Haste
"A harvest sown and reaped on the same day In an unplowed field, Which increases without growing, Remains whole though it is eaten Within and without, Is useless and yet The staple of nations. What is it?",War.
"What is that which has many leaves, but no stem?",A book.
"You do not want to have it,But when you do have it,You do not want to lose it.What is it?",A lawsuit.
"I give you a group of three. One is sitting down, and will never get up. The second eats as much as is given to him, yet is always hungry. The third goes away and never returns. What are the three things?","Stove, fire, and smoke."
"As destructive as life, As healing as death; An institutioner of strife, Just as prone to bless. It is all that is good, Yet with an evil trend; As it was the beginning of things, It can also be the end. What is it?",It is fire
What is that which the dead and living do at the same time?,Lie.
"What is that which is invisible, but never out of sight?",The Letter I.
"Round as an apple, Deep as a cup, All the King's horses Can't pull it up. What is it?",A well.
"Black within, red without, with four corners, roundabout. What is it?",A chimney.
"As I went across the bridge, I met a man with a load of wood which was neither straight nor crooked. What kind of wood was it?",Sawdust.
"Formed long ago, yet made today, Employed while others sleep. What none would freely give away. Nor any wish to keep. What is it?",A bed.
"Man walks over, man walks under, in times of war he burns asunder. What is it?",A Bridge.
In a tunnel of darkness lies a beast of iron. It can only attack when pulled back. What is it?,A bullet.
"What is something you don't own but you can give it to anyone you meet? You only have one, but you can give it away as many times as you want without losing it. What is it?",Your heart.
"Big as a biscuit, deep as a cup, even a river can't fill it up. What is it?",A kitchen strainer.
"A dozen Royals gathered round, Entertained by two who clowned. Each King there had servants ten, Though none of them were also men. The lowest servant sometimes might, Defeat the King in a fair fight. A weapon stout, a priceless jewel, The beat of life, a farmer's tool. What is it?",A Deck of Cards.
The Pope has it but he does not use it. Your father has it but your mother uses it. Nuns do not need it. Your lady friend's husband has it and she uses it. What is it?,A Last Name.
Nothing on the outsideNothing on the insideLight as a featherYet ten men cannot lift it.What is it?,A bubble.
"What can climb mountains, cross streams, handle hundreds of feet each day, yet never moves? What is it?",A trail
"My name is two letters. You call many people by this name, but yet their first name is not this. What is it?",Mr.
"White bird, featherless, flyin' out o' paradise, flyin' over sea and land, dyin' in my hand. What is it?",A snowflake!
"My teeth are sharp, my back is straight, to cut things up it is my fate. What am I?","tricky riddle, hard riddle, logic riddle, what is it, word riddle"
"Where is the AD before BC, tomorrow before yesterday, and the eight is first?",In a dictionary.
Which word in the English language becomes shorter when it is lengthened?,Short.
"Rock and roll, rock and roll. What rocks but does not roll?",A Rocking chair
What is often returned but never borrowed?,Thanks.
"Used to threaten, used to defeat. Sometimes it grows, sometimes it shrinks. Used to conquer, used to protect. It marks your downfall, it marks your success. The true god of war, the creator of mess. What is it?",Power.
"Often held but never touched, always wet but never rusts, often bites but seldom bit, to use me well you must have wit. What am I?",Your tongue.
"What has no hands but might knock on your door, and if it does you better open up?",Opportunity.
"What never gets any wetter, no matter how much it rains?",The sea.
"It goes up, but at the same time goes down. Up toward the sky, and down toward the ground. It's present tense and past tense too, come for a ride, just me and you. What is it?",A See-Saw.
"Marble walls as white as milk, lined with skin as soft as silk, in a fountain crystal clear, a golden apple will appear, there is no key to this stronghold, yet theives break in and steal the gold. What is it?",An egg.
What has 88 teeth but never brushes them?,A Piano.
"The leaves are on the fruit, The fruits is on the leaves. What is it?",A pineapple.
"Glittering points that downward thrust, sparkling spears that never rust. What is it?",An Icicle.
"Never resting, never still. Moving silently from hill to hill. It does not walk, run or trot, All is cool where it is not. What is it?",Sunshine
What can go up and come down without moving?,The temperature
"You can see it every day, But cannot ever touch it. What is it?",The sky
"A beggar's brother died, but the man who died had no brother.How could this be?",The beggar was a woman
"What goes into the water red,But black when you pull it out?",Iron
"I am born in fear, raised in truth,and I come to my own in deed.When comes a time that I'm called forth,I come to serve the cause of need.What am i?",Courage
"Name-called and favorite to eat,Has only two toes on print of feet,Colors many,Almost any Country child would have seen one.What is it?",A chicken
"It comes only before,It comes only after,Rises only in darkness,But rises only in light.It is always the same,But is yet always different.What am I?",The moon
"An arm points north, east, south, then west.Ever in circles, never pausing to rest.It passes its brother twenty three times,As the sun passes by and the moon starts to climb.What is it?",A clock
Placed above it makes greater things small.Placed beside it makes small things greater.In matters that counts it always comes first.Where others increase it keeps all things the same.What is it?,1
"If you break me, I'll not stop working.If you can touch me, my work is done.If you lose me, you must find me with a ring soon after.What am I?",The heart
"What measures out time,Until in timeAll is smashed to it?",Sand
"All about, but cannot be seen,Can be captured, cannot be heldNo throat, but can be heard.What is it?",Sound
"A precious stone, as clear as diamond.Seek it out whilst the sun's near the horizon.Though you can walk on water with its power,Try to keep it, and it'll vanish in an hour.What is it?",Ice
"At night they come without being fetched,And by day they are lost without being stolen.Whar are they?",Stars
"A horrid monster hides from the day,With many legs and many eyes.With silver chains it catches prey,And eats it all before it dies.Yet in every cottage does it stay,And every castle 'neath the sky.What is it?",A spider.
"Runs smoother than any rhyme, loves to fall but cannot climb!",Water
"Large as a mountain, small as a pea,Endlessly swimming in a waterless sea.What am I?",An asteroid.
People are hired to get rid of me.I'm often hiding under your bed.In time I'll always return you see.Bite me and you're surely dead.What am I?,Dust
"I do not breathe, but I run and jump.I do not eat, but I swim and stretch.I do not drink, but I sleep and stand.I do not think, but I grow and play.I do not see, but you see me every day.What am I?",Your leg.
"I make you weak at the worst of all times.I keep you safe, I keep you fine.I make your hands sweat, and your heart grow cold,I visit the weak, but seldom the bold.What am I?",Fear
"Walk on the living, they don't even mumble. Walk on the dead, they mutter and grumble.What are we?",Fallen Leaves
"Lovely and round,I shine with pale light,grown in the darkness,A lady's delight.What am I?",A pearl.
"Inside me the adventurous findQuests and treasures of every kind.Trolls, goblins, orcs, and more, awaitWithin my closed walls forAll those that wish to visit me.Your hands are the keyTo secrets untold,And your mind will unlock the door.What am I?",A book.
"Hands she has but does not hold,teeth she has but does not bite,feet she has but they are cold,eyes she has but without sight.Who is she?",A doll.
"Three lives have I.Gentle enough to soothe the skin,Light enough to caress the sky,Hard enough to crack rocks.",Water
"Of no use to oneYet absolute bliss to two.The small boy gets it for nothing.The young man has to lie for it.The old man has to buy it.The baby's right,The lover's privilege,The hypocrite's mask.To the young girl, faith;To the married woman, hope;To the old maid, charity.What am I?",A kiss.
"Weight in my belly,Trees on my back,Nails in my ribs,Feet I do lack.What am I?",Ship.
"We are very little creatures; all of us have different features. One of us in glass is set; one of us you'll find in jet. Another you may see in tin, and a fourth is boxed within. If the fifth you should pursue, it can never fly from you.What are we?",The vowels.
"If a man carried my burdenHe would break his back.I am not rich,But leave silver in my track.Who am I?",A snail.
"I am seen in the waterIf seen in the sky,I am in the rainbow,A jay's feather,And lapis lazuli.What am I?",The color blue.
"I go around in circles,But always straight aheadNever complain,No matter where I am led.What am I?",A wheel.
When you went into the woods you got me.You hated me yet you wanted to find me.You went home with me cause you couldn't find meWhat was it?,A splinter
"What is it that after you take away the whole, some still remains?",Wholesome
"It cannot be seen, it weighs nothing, but when put into a barrel, it makes it lighter. What is it?",A hole
"I drive men madFor love of me,Easily beaten,Never free.What am I?",Gold
"When young, I am sweet in the sun.When middle-aged, I make you giddy.When old, I am valued more than ever.What am I?",Wine
"What is in seasons, seconds, centuries and minutes but not in decades, years or days?",The letter 'n'.
"If you have me, you want to share me. If you share me, you haven't got me. What am I?",A secret.
Poor people have it. Rich people need it. If you eat it for too long you die. What is it?,Nothing
"They have not flesh, nor feathers, nor scales, nor bone. Yet they have fingers and thumbs of their own. What are they?",Gloves
"Only one color, but not one size, Stuck at the bottom, yet easily flies. Present in sun, but not in rain, Doing no harm, and feeling no pain. What is it?",Shadow
"You have me today, Tomorrow you'll have more;As your time passes, I'm not easy to store;I don't take up space, But I'm only in one place;I am what you saw, But not what you see. What am I?",Memories
"What has a head, a tail, is brown, and has no legs?",A penny
