questions,answers
If you pile up coins one on top of another until they get as high as the Empire State Building - would you be able to fit them all into one average sized room?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,"Yes, you could.How do we know this? If the Empire State Building is about 100 levels tall, and each level is about an average room in height, that means we can divide the giant pile into 100 piles of one level each. Would 100 piles of coins fit in a room? Of course it will, with lots of room for more."
"You're a pirate captain and your crew is about to divvy up the gold you've plundered. They are waiting for your wisdom on the subject. However, if less than half the pirate crew agree with your division of the gold, they will make you ""walk the plank"".How would you divvy up the gold in a way that will keep you alive and with your pockets full of gold?(The 'Google Riddles' are interview questions those who wish to get hired were asked).",Share the gold with only 51% of the pirates. The other 49% will want to kill you but who cares - they're the minority!  This way you'll get the max amount of gold with the majority of pirates voting to keep you alive.
"You're sitting in a car. The car has helium balloons tied to its floor. The windows in the car are closed and locked and the Air conditioner isn't working. What will happen to the balloons when you press on the gas? Will they move forward, stay in place, move backwards...?","The answer is they will move forwards. Because helium is lighter than air, it will go where air isn't. When the car is pushed forward the air moves backwards, so the helium balloons will move to where the air is not - forward."
"You have 3 boxes. One of them contains a prize. You were allowed to pick just one of them.You pick - and it's empty.With 2 boxes left, you now have one box in your hand and another box in front of you. If given the chance to exchange your box with the box in front of you, would you do it? Why, and why not?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","In the beginning, with 3 boxes, things were simple. You had a chance of 1 in 3 to find the prize. NOW we know that one of the boxes is empty but you still made a guess of 1 in 3, now you have a new choice of 1 in 2. Your probability goes up and that is why you SHOULD CHANGE THE BOX.Don't feel bad if you disagree, this riddle has been hotly debated."
"You have a 4 minute sand clock and a 7 minute sand clock, you need to measure 9 minutes while using both of them. What's your first move?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","Turn them over together. Then, the 4 minute one is done you immediately flip it over. The rest of the time until 7 runs out is exactly 3 minutes."
"You put a glass of water on a record turntable and begin slowly increasing the speed. What happens first -- does the glass slide off, tip over, or does the water splash out?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","Depends on the amount of water in it.A glass with almost no water will not spill, while a glass almost full will spill and also fall off probably due to the weight of the water going off. In other words - there is no way to tell without knowing the amount of water in the glass."
"Today is more windy than yesterday, will a return flight take the same time, less time, or the same amount of time to complete?(The 'Google Riddles' are interview questions those who wish to get hired were asked).",More Time.
What is the angle between the big hand and the small hand when the time is 3:15?(The 'Google Riddles' are interview questions those who wish to get hired were asked).,0 degrees.
What does this message say? Can you decipher it?G T Y O R J O T E O U I A B G T,"""Great Job You Got It""This riddle is named after Julius Caesar, who is thought to be first to use this cipher.Simply count the letters and arrange them in groups of the same number, here 4 will be easiest. It will be make 4 rows of 4. Then you put the rows one above the other and read up down, like so:G T Y OR J O TE O U IA B G TUntil you find the message."
Can you make a word out of these two rows of matches without moving them?,"LOTTOExplanation:Just flip the two rows 1 and 2 vertically, you will find the word ""Lotto""."
"Look carefully at these graphs, can you find the actual height of the red bar?","8 MetersIf we look at the green bar we see that its real height is 2/3 of its shadow. So that means we need to find 2 shadows length for the red bar, the uninterruped part and the one on the wall. Since we now know the formula for the floor shadow - real height is 2/3 of it - meaning the part that makes that shadow is 4 meters long. Then we have to add the part on the wall which is straight up, it has no formula so we just add those 4 meters on the wall to the 4 meters we got from multiplying 2/3 by 6 meters and we have 4 meters + 4 meters = 8 meterss"
"We have two soap of equal weights and a 3/4 pound weight.However, after using 1/4 of soap we place all three objects on balance as On one side of balance we place one soap (unused) and on another side, we placed used soap (i.e 3/4th of soap) and 3/4 pound weight.What is the soap weight?","3 pounds.if 3/4 of a pound weigh the same as a 1 quarter of the soap, then a simple formula is soap weight = 4 X 3/4 = 3 Pounds."
One evening there was a murder in a house where there lived a married couple with their 2 children - their son and daughter. One of these four people murdered one of the others. One of the members of the family witnessed the crime.The other one helped the murderer.These are the things we know for sure:1. The witness and the one who helped the murderer were not of the same gender.2. The oldest person and the witness were not of the same gender.3. The youngest person and the victim were not of the same gender.4. The one who helped the murderer was older than the victim.5. The father was the oldest member of the family.6. The murderer was not the youngest member of the family.Who was the murderer?,"The mother was the murderer.We know from fact number three that the youngest person wasn't the victim, and from the fourth fact we know the youngest person wasn't the helper and from fact number six  the youngest person was not the killer either. Therefore, the youngest person can only have been the witness. If we make up a chart there are now three possible combinations:Oldest person (father) H H MNext to oldest (mother) V M HNext to youngest (son) M V VYoungest (daughter) W W W(H = Helper ; V = Victim ; M = Murderer ; W = Witness)We can work out from fact number five that the father was the oldest and from fact two that the youngest person must have been the daughter. Therefore the next to the youngest must have been the son and the next to the oldest, the mother!"
"An old man, Dave, lives alone in a flat. Because of his age , he is not able to move comfortably and hence most of the things used to be delivered to his house.On Friday while delivering the mail, the postman feels something suspicious in the flat and try to look inside through the key hole and he saw the bloody body of the old man.Homicide arrived the scene. On the outside of flat, they find two bottles of warm milk, Tuesday newspaper, some unopened mails and some gifts.Homicide waste no time and find the murderer almost immediately. How did they do it, and who was the murderer?",Newspaper delivery man was the murderer because of absence of Wednesday and Thursday missing newspaper.This indicates he already know that there is no one to read it.
What looks like Chimpanzee but is not a Chimpanzee?,A photo of a chimpanzee!
"In a recreational activity, you are given four different jars of 2 liters, 4 liters, 6 liters and 8 liters respectively with an unlimited water supply. Then you are asked to measure exactly 5 liters of water using them.How will you do it?",It's impossible! You cannot measure an odd number of liters when we only have jars that hold odd amounts.
A recipe requires 15 minutes to cook. You have a 7 minutes hourglass and an 11 minutes hourglass with you. How will you measure 15 minutes using them?,"You turn the 7 minute one and the 11 minutes one at the same time. When the 7 one finishes, turn it again. When the 11 one finishes, you know that 4 minutes have passed, with 4 minutes to get to the desired 15, all you need to do now is turn the 7 minute hourglass again since it counted 4 minutes, and when it runs out it'll be exactly 15 minutes."
"You are distributing vegetable oil. There are 21 bottles in total out of which 7 are full, 7 half empty and 7 empty. The oils has to be distributed among three people.How will you distribute so that each person gets equal number of bottles and the same quantity of oil?","First Person: 3 full bottles, 1 half empty bottle and 3 empty bottles.Second Person: 3 full bottles, 1 half empty bottle and 3 empty bottles.Third Person: 1 full bottle, 5 half empty bottles and 1 empty bottle."
"One snowy night, Detective Anderson was in his house reading a book. All of a sudden a stone came crashing through his window, breaking it. Anderson got up and looked out the window just in time to see three neighborhood brats who were brothers run around a corner. Their names were Alan Jones, Mark Jones and Peter Jones.Not knowing of Anderson's reputation as a genius detective, the two innocent brats teased him by sent a note with clue on Anderson's front door.The note reads ""? Jones. He broke your window.""Which one of the three Jones brothers should Anderson question about the incident?",He should question Mark Jones.The ? is literally the words 'question mark' and then Jones is the last name.
"A car thief, who had managed to evade the authorities in the past, unknowingly took the automobile that belonged to Detective Anderson. The detective wasted no time and spared no effort in discovering and carefully examining the available clues. He was able to identify four suspects with certainty that one of them was the culprit.The four make the statements below. From twelve of total statements, six are true and six false.Suspect A:1. C and I have met many times before today.2. B is guilty.3. The car thief did not know it was the Detective's car.Suspect B:1. D did not do it.2. D's third statement is false.3. I am innocent.Suspect C:1. I have never met A before today.2. B is not guilty.3. D knows how to drive.Suspect D:1. B's first statement is false.2. I do not know how to drive.3. A did it.Which one is the car thief?","Let's say 6 statements are lies.A's 1st statement and C's 1st statement negate each other. One of them is a lie.C's and D's negate each other. One of them is lying. Therefore, there are 4 additional false statements.Assume A is guilty. If so, A's second statement, B's second statement, and D's first statement are the additional lies.Assume D is guilty. If so, A's second statement, B's first statement, and D's third statement are lies. This also only makes five false statements. D did not do it.Assume C did it. If so, A's second statement, D's first and third statements are false. This again, makes only five false statements.After ruling out suspects A, C and D, B is the culprit. B's third statement, C's second statement, and D's first and third statements are the additional false statements. This adds up to six."
"A woman killed her own sister. During the interrogation, she told a story that she just attended her own mother's funeral few days before the crime took place. While at the funeral, she said that she met this guy whom she did not know. She thought this guy was amazing, so much her dream guy she believed him to be just that! She fell in love with him right there, but never asked for his number and could not find him. A few days later, she killed her sister.Although this woman has confessed to the crime, police are still intriguing by the story, especially because she won't tell them her motive. Hearing this tragic story, with his psychological education background, Detective Anderson easily guessed the woman's motive.Why the woman killed her own sister?",She's a psychopath and killed her sister so she could meet the man again at the funeral.
"Old Mr. Smith was found dead in his study by young Jack. Jack recounted his dismal discovery to Detective Anderson, who happened to be around the scene.""I was walking by Mr. Smith's house when I thought I would just pop in for a visit. I noticed his study light was on and I decided to peek in from the outside to see if he was in there. There was frost on the window, so I had to wipe it away to see inside. That is when I saw his body. So I kicked in the front door to confirm my suspicions of foul play. I called the police immediately afterward."" With a clue from Detective Anderson, the police officers immediately arrested Jack for the murder of Mr. Smith. How could the detective tell Jack was lying?","Frost forms on the inside of the window, not the outside... So Jack was lying when he said he wiped it off to see inside."
"There are two people in front of you holding guns.One is your best friend and the other is an impostor who looks just like him and knows all that he knows.You also have a gun and must shoot the impostor, if you get it wrong, the impostor will shoot you. If you get it right you and your friend are safe.What is the one question you can ask that will reveal the impostor?",Ask them to drop the gun. The impostor will not do so.
,"The key to this riddle is realizing that you do not have to pull the emergency switch in the first room, the entrance, and so that room will not lock down. You can leave it, and then return to it and go out the other door. And indeed this is exactly what you need to do so you can hit all 16 rooms and end in the exit room.Once you know to leave and reenter the first room, there are eight possible solutions to travel through all the rooms and end at the exit.  Because the first room is clear, you can backtrack through it to get back on the right track and pull the emergency switch in every room, saving the world from agonizing death by ancient virus."
"I am first on earth, the second in heaven.I appear twice a week, though you only see me once in a year.What am I?",The letter E.
"A favorite by Teddy Roosevelt:""I talk, but I do not speak my mindI hear words, but I do not listen to thoughtsWhen I wake, all see meWhen I sleep, all hear meMany heads are on my shouldersMany hands are at my feetThe strongest steel cannot break my visageBut the softest whisper can destroy meThe quietest whimper can be heard.""",An actor.
"This riddle is from the 5th Harry Potter movie and book, so if you've read or seen them, please skip to the next riddle!""First think of the personwho lives in disguise,who deal in secrets and tells naught but lies.Next, tell me what's alwaysthe last thing to mend,the middle of middle andend of end? And finally,give me the sound often heardDuring the search for a hard-to-find word.Now string them together, and answer me this,Which creature would you be unwilling to kiss?""",A Spider.
"This was Gollum's final riddle from The Hobbit:""This thing all things devours;Bird, beasts, trees, flowers;Gnaws iron, bites steel;Grinds hard stones to meal;Slay king, ruins town,and beats a mountain down.""",Time.
"There are five houses in a row. Each house is painted a different color and has a person of a different nationality living in it. Each person drinks a different beverage, smokes a different type of cigar, and owns a different animal as a pet. Using these 15 clues, which person owns the pet fish?The Brit lives in the red house.The Swede has a pet dog.The Dane drinks tea.The green house is directly to the left of the white house.The person in the green house drinks coffee.The person who smokes Pall Mall has a pet bird.The person in the yellow house smokes Dunhill cigars.The person in the center house drinks milk.The Norwegian lives in the first house.The person who smokes Blends lives next to the person with the pet cat.The person with the pet horse lives next to the one who smokes Dunhill.The person who smokes BlueMaster drinks beer.The German smokes Prince.The Norwegian lives next to the blue house.The person who smokes Blends has a neighbor who drinks water.",The German is the pet fish owner.
There is a house you go in blind and come out seeing. What is it?,A school!This riddle is 4000 years old btw!
"Ben has math lessons 4 times a week. If he has math 8:00 Monday, 9:20 on Tuesday, 10:40 on Wednesday, and 1:20 on Friday, when does Ben have math on Thursday?","He doesn't have math on Thursday... Only 4 times a week, remember?"
"Susan uses a toaster that has 2 slots. The toaster toasts one side of each piece of bread at a time, and it takes exactly 1 minute to do so.If Susan wants to make three pieces of toast, what is the LEAST amount of time she needs to toast them on both sides?","3 minutes.She puts two pieces in the toaster, toasting one side of each. Then she flips one of them, takes one out, and puts the completely untoasted piece into the toaster. Finally, she takes out the toasted piece and puts the two half-toasted pieces of bread into the toaster for a minute and she's done."
"If you have an 11 minute and 13 minute hourglass, how can you accurately time 15 minutes?","Start both hourglasses then when the 11 minute hourglass has finished immediately flip it again. When the 13 minute hourglass runs out the 11 minute hourglass will have 9 minutes left, so flip it and it will last another 2 minutes, 13 minutes + 2 minutes = 15 minutes."
"There are a number of books on a shelf. If one book is the 4th from the left and 6th from the right, how many books are on the shelf?",There are 9 books on the shelf.
"An ant gets onto one end of a tight rope that is 1 meter long. The ant is traveling at 1 centimeter per second, but the entire rope is being stretched an extra 1 meter (1,000 centimeters) a second (it can be stretched forever).Will the ant ever reach the other end of the rope?","She will reach the end of the rope eventually. Once she gets onto the rope, the rope behind her also stretches, so this must also be accounted for."
"If you randomly choose one of the following answers to this question, what is your chance of getting it right?A) 50%B) 25%C) 0%D) 25%",0%. No matter which answer you choose you are incorrect. All of the answers create a logic loop.
"5 pirates are parting ways after finding a treasure of 100 pieces of gold. The pirates decide to split it based on a vote. Each pirate, from oldest to youngest, gets to propose a plan on how to split the gold.If at least 50 percent of the other remaining pirates agree on the plan, that is how they will split the gold. If less than 50 percent of the pirates agree, the pirate who came up with the plan will be thrown overboard. Each pirate is smart, greedy, and wants to throw as many others overboard as possible without reducing the amount of gold they get.What plan can the first (oldest) pirate propose to live and get as much gold as possible?","He can propose a plan that he gets 98 pieces of gold, the 3rd pirate gets 1 piece, and the 5th pirate gets 1 as well.If there were just 2 pirates the younger pirate would definitely deny the plan so he could get all of the gold.If there were 3 pirates the first pirate can offer the second pirate 1 piece of gold and take the rest himself because the second pirate wouldn't get anything if he has to propose a plan himself.If there were 4 pirates the first pirate could take 99 for himself and offer 1 to the youngest pirate. They would both agree. If the youngest disagrees then he won't get any gold in the next plan.So when there are 5 pirates it is in the interest of the 3rd and 5th pirate to accept 1 piece, because if they don't they won't get anything in the next plan."
"Four people need to cross a bridge in 17 minutes in the middle of the night. The bridge can only hold two or less people at any time and they only have one flashlight so they must travel together (or alone). The flashlight can only travel with a person so every time it crosses the bridge it must be carried back. Tom can cross in 1 minute, John can cross in 2 minutes, Sally can cross in 5 minutes, and Connor can cross in 10 minutes. If two people cross together they go as fast as the slower person.How can they cross the bridge in 17 minutes or less?",First Tom and John will cross (2 minutes). Then Tom will bring the flashlight back (1 minute). Next Sally and Connor will cross (10 minutes). Then John will bring the flashlight back (2 minutes). Finally John and Tom will cross (2 minutes). 2 + 1 + 10 + 2 + 2 = 17 minutes.
"In an apartment complex in New York there are one hundred married couples. When one of the husbands cheats on his wife with one of the other wives, his wife has no idea. With the large amount of gossip in the complex, all of the other wives know he is cheating. If a wife finds out that her husband is cheating on her, she kills him the following morning. Someone anonymously sends an email to all of the wives in the building saying that at least 1 man is cheating on his wife in the building.How many husbands will be killed and how long will it take?","All of the men (n) who are cheating will be killed and it will take one less than the number of cheating men nights (n-1) for their wives to discover this.If one man was cheating, and that woman hadn't have heard of any other infidelity she would know it was her husband that was cheating. If there was two men cheating, both of their wives would think that since they have only heard of one man cheating he should die the next morning. If he doesn't die, she knows her husband must also be cheating and that's why the other husband didn't die. Following this logic, you can know that all of the men will die after one less night than there is cheating men."
"If 1/2 of 5 is 3, then what is 1/3 of 10?",4.
There is a 5 gallon and a 3 gallon bottle. You also have a hose with unlimited water. How are you gonna make the 5 gallon have 4 gallons using your items? (You don't know the exact dimensions of a gallon),You fill the five gallon up and pour it into the 3 gallon. The dump the 3 gallon out and pour what was left in the 5 gallon into the 3 gallon so that you have 2 gallons in the 3 gallon. Then fill the 5 gallon up and pour it into the 3 gallon to fill it up. Now you have 4 gallons in the 5 gallons.
What number do you get when you multiply all of the numbers on a telephone's number pad?,Zero. At some you'll have to multiply by 0 and then everything after that will be 0.
"I am small, but, when entire, of force to set a town on fire!Let but one letter disappear, I then can hold a herd of deer;Take one more off, and then you'll find, I once contained all human kind.",A Spark.
What moves across the land but never has to steer?It has delivered our goods year after year.What is it?,Train
"If you toss a coin 10 times and it lands heads up every time, what are the chances it will land heads up if you toss it again?",
I twist and turn and leave a loop you are happy to use.What am I?,A shoelace.
"I am the reason you run, because I allow it. I am the reason you scream. I am the cause of all your pain. I am a cage from which you will never be free.",Your body.
123 = 04235 = 0656 = 25390 = 28890 = 61001 = 219235 = 1What is 123456789?,4.You count the closed circles in each number on the left side. so 656 has 2 (the closed circles of the 6s).
"A doctor and a bus driver are in love with the same woman, Sarah. The bus driver had to go on a long trip that would take a week. Before he left, he gave Sarah 7 apples. Why did he do that?",An apple a day keeps the doctor away!
We are four brothers who always stand the same distance from each other. We run and we run but never reach each other. What are we?,Wheels.
"Four golfers named Mr. Black, Mr. White, Mr. Brown and Mr. Blue were competing in a tournament. The caddie didn't know their names, so he asked them. One of them, Mr. Brown, told a lie.The 1st golfer said ""The 2nd Golfer is Mr. Black.""The 2nd golfer said ""I am not Mr. Blue!""The 3rd golfer said ""Mr. White? That's the 4th golfer.""And the 4th golfer remained silent. Which one of the golfers is Mr. Blue?",The 3rd one.
"I never was, am always to be,No one ever saw me, nor ever will,And yet I am the confidence of all,To live and breathe on this terrestrial ball.What am I?",Tomorrow.
"If eleven plus two equals one, what does nine plus five equal?",11 o'clock plus 2 hours = 1 o'clock9 o'clock plus 5 hours = 2 o'clock
"I have a clock in my house, on the wall.On a summer's day I forgot to wind it and it stopped. Then I went to visit a friend who had a watch that was always right on time. After I stayed for a bit, I went home, made a simple alteration and set the clock just right.Now how did I do this when I had no watch on me to tell how long it took me to come back from my friend's place?","Before I left, I wound the wall clock. Upon my return, the amount of change that I could see in the clock is how long it took to go to my friends place and come back, adding to that the time I spent there, which I know because the clock at my friend's place is accurate. Subtracting the time of the visit from the time I was absent from my house, and dividing by 2, I obtained the time it took me to return home. I added this time to what my friend watch showed when I left, and set the sum on my wall clock."
"Walking home one day, you take a short cut along the train tracks. The tracks cross a narrow bridge over a deep gorge. At the point you are 3/8 of the way across the bridge, you hear the train whistle somewhere behind you. You charge across the bridge, and jump off the track as the train is about to run you down. As it happens, if you had gone the other way, you would have reached safety just before being run over as well. If you can run ten miles per hour, how fast is the train moving?","The train is moving at 40 miles per hour.if there was a dog going towards the train while you go away from it as the whistle blows, he will reach his point when you are 3/4 (6/8) of the way on the bridge, the train will have just reached it. So for the train to cross the bridge at a rate four times yours it will have to be moving 4 times as fast."
"What has six faces, But does not wear makeup. It also has twenty-one eyes, But cannot see?",A die (dice).
You live in a one storey house made entirely of redwood. What color would the stairs be?,What stairs? You live in a one storey house.
"Which of the following words don't belong in the group and why? CORSET, COSTER, SECTOR, ESCORT, COURTS",Courts.All the rest are anagrams of each other.
"It can't be seen, can't be felt, can't be heard and can't be smelt. It lies behind stars and under hills, and empty holes it fills. It comes first and follows after, ends life and kills laughter. What is it?",The Dark.
I am white and I am black. I am not fat because I need to be fast.  I confuse many people with my style. What am I?,A zebra.
Lifeless eyes on my smiling face and watch your child's sleeping place. In their dreams they hold me tight. What am I?,A teddy bear.
I make billions of dollars selling Windows. Who am I?,Bill Gates
"Though I wander the earth, I am no longer here.I am pale and I chill everyone near.What am I?",A ghost.
My neighbor makes mistakes. I get rid of them. what am I?,An eraser.
"If you happen to wear one of these warm garments around, you might get doused in red paint.",A fur coat.
"I use electricity and I killed my father. I am a king. I have a lot of girlfriends, but I also have a wife. Who am I?",Zeus
"I do not speak, but there is no word I cannot make. What am I?",The alphabet.
How far can a dog run into the woods?,"Only halfway, after that, he's running OUT of the woods."
"A prisoner is told: ""If you tell a lie, we will hang you and if you tellthe truth, we will shoot you.""What did the prisoner say to save himself?","""You will hang me.""Since they cannot hang him - that will make him true and they can only hang him for a lie, and they cannot shoot him - they would mean he told the truth but if they shoot him it's a lie - he is free to go."
What is something you can hold without ever touching?,Your breath.
When does Christmas come before Thanksgiving?,In the dictionary.
Turn me on my side and I am everything. Cut me in half and I am nothing. What am I?,The number 8.
How do you go from 98 to 720 using just one letter?,"Add an ""x"" between 90 and 8 -  Ninety x Eight = 720"
"A sphere has three, a circle has two, and a point has zero. What is it?",Dimensions.
"2, 3, 5, 9, 17, _ What is the next number in the sequence?",33 - The pattern is that each number is double the previous minus 1.
"With pointed fangs I sit and wait; with piercing force I crunch out fate; grabbing victims, proclaiming might; physically joining with a single bite. What am I?",A stapler.
"There is a creature which could double its size every day. So, if the creature is put in a tank then it will fill the tank in 10 days.How many days would it take for the creature to fill a half and how many days to fill a quarter of the tank?",9 days to fill half and 8 days to fill a quarter - Since the creature always doubles in size.
"A man calls his dog from the opposite side of the river. The dog crosses the river without getting wet, and without using a bridge or boat. How?",The river was frozen.
What is so fragile that saying its name breaks it?,Silence.
"A girl has as many brothers as sisters, but each brother has only half as many brothers as sisters. How many brothers and sisters are there in the family?",Four sisters and three brothers
"The day before yesterday I was 21, and next year I will be 24. When is my birthday?",December 31; today is January 1.
"Mary has four daughters, and each of her daughters has a brother. How many children does Mary have?",Five - each daughter has the same brother.
"What has many needles, but doesn't sew?",A Christmas tree.
"What has one eye, but can't see?",A needle.
"You see a boat filled with people, yet there isn't a single person on board. How is that possible?",The boat has only MARRIED people on it!
A man who was outside in the rain without an umbrella or hat didn't get a single hair on his head wet. Why?,He was bald.
What is always in front of you but can't be seen?,The future.
"When I get multiplied by any number, the sum of the figures in the product is always me. What am I?",Nine.
"I start with T, end with T, and have T in me. What am I?",A Tea pot
What question can you never answer yes to?,Are you asleep?
"A hundred stones are placed, in a straight line, a yard distant from each other. How many yards must a person walk, who undertakes to pick them up, and place them in a basket stationed one yard from the first stone?","10,100 yards.To collect the stones, the person must walk 1 yard to pick up the first stone, and then they had to double the distance each time - 2 yards, 4 yards, 8 yards etc.To find the answer we multiply 202 by 50 = 10,100 yards."
"Mickey and Donald decided to take a break from shooting cartoons and played several golf matches against each other in a week. They played for a pizza at each match, but no pizzas were purchased until the end of the week.If at any time Mickey and Donald had the same number of wins, those pizzas were canceled. Mickey won four matches (but no pizzas), and Donald won three pizzas. How many rounds of golf were played?",11 rounds. Donald won 7 matches - Four to cancel out Mickey's and three more to win the pizzas.
Three matches are sitting on a table. Without adding another make for three matches four. You are not allowed to break any of the matches.,Shape the 3 matches into a roman numeral four:IV.
Michael was 13 years old in 1980 and 8 years old in 1985. How is it possible?,The dates are in BC.
How many times can you subtract the number 5 from 25?,Once. After that it's not 25 anymore.
One is to three as three is to five and five is to four and four is the magic number.What is the pattern here?,"Four.The word One has 3 letters, in the word three there are 5 letters, in the word five there are four letters and four has four letters in it as well. Whatever number you'll go back to four, and that's why it's the magic number."
How many sides does a circle have?,Two - inside and outside.
What 10 letter word starts with gas?,Automobile.
What connects two people but touches only one?,A wedding ring.
"If I have it, I don't share it. If I share it, I don't have it.What is it?",A secret.
"A man leaves home and turns three times, only to return home facing two people wearing masks. Who are they?",A catcher and umpire.
"I see without seeing, and noise is an ally.What am I?",A bat.
"I'm attractive, shaped like a shoe, bi-polar and may just repel you.What am I?",A magnet.
I'm tall when I'm young and short when I'm old.What am I?,A candle.
What can run but can't walk?,A drop of water.
What has hands but can't clap?,A clock.
"Halo of water, tongue of wood, skin of stone, long I've stood.What am I?",A castle.
"I see you, you see me; I raise my right hand,  you raise your left. What Am I?",A castle.
I have lot of memories to show people. But I own none.What am I?,A photo album.
Everyone needs it. Everyone gives it. But few ever take it. What is it?,Advice.
"I am a mother and a father, but have never given birth. I'm rarely still, but I never wander. What am I?",A tree.
"I am always there, some distance away, somewhere between land or sea and sky I fly, you may move towards me, yet distant I shall stay.",Horizon
"Give me food, and I will live. Give me water, and I will die. What am I?",Fire.
"What do you throw out when you want to use it, but take in when you don't?",An anchor.
"What word begins and ends with an E, but has only one letter?",Envelope.
"What sport starts with a T, has four letters, and is played around the world?",Golf.
What is heavy one way but not the other?,Ton.
What goes up but never comes down?,Our age.
"When they're alive we sing, when they're dead we clap! What are they?",Birthday candles.
"You may enter, but you may not come in. I have space, but no room. I have keys, but open no lock. What am I?",A computer.
"What has a foot, but no leg?",A ruler.
What loses a head in the morning and gains it again at night?,A pillow.
"Everyone asks for me, but everyone hates to face me. For some I am agony. For others, I am relief.What Am I?",The truth.
It only increases and never decreases. What is it?,Our Age.
Who makes moves while being seated?,A chess player.
I'm not alive but I have five fingers. What Am I?,A glove.
Which tire doesn't move when a car makes a right turn?,The spare tire.
"A man is asked what his daughters look like.He says: ""They are all blondes except for two. They are all brunettes except for two. They are all redheads except for two.How many daughters did he have?","Three. One blonde, one redhead and one brunette."
"What two words, when combined, contain the most letters?",Post Office.
"Someone makes it, but has no need of it.Someone buys it, but has no use for it.Someone uses it, but can neither see nor feel it.What is it?",A coffin.
What would you be sure to find in the middle of Toronto?,The letter 'O'.(TorOnto)
Two people are walking towards each other on a beach. They are both completely identical. Who will be the first to greet the other?,"The more polite one, of course."
"You enter a dark room. In the room there is a gas stove, a kerosene lamp and a candle.You have a matchbox in your pocket, what will you light first?","A match, of course."
"You are the pilot on a plane flying from London to Berlin, with 2 transfers in Prague.What is the pilot's surname?",Your surname.
"Stacy's mother had 4 children: The first was April, the second was May, and the third was June.What was the name of the 4th child?",Stacy.
RAILROAD CROSSING.WATCH OUT FOR THE CARS!Can you spell that without any 'R's?,T-H-A-T.
Is an old one-hundred dollar bill worth more than a new one?,"Yes, a 100 dollar bill will always be worth more than a one dollar one."
"I'm light as a feather, yet the strongest man can't hold me for more than a few minutes.What Am I?",Breath.
"Which creature walks on four legs in the morning, two legs in the afternoon, and three legs in the evening?","Man. He crawls on all fours as a baby, then walks on two feet as an adult, and then walks with a cane as an old man."
"A man is pushed out of an airplane, without a parachute. How was he able to survive?",The airplane was on the runway.
"A man who lives on the tenth floor takes the elevator down to the first floor every morning and goes to work. In the evening, when he comes back, on a rainy day, or if there are other people in the elevator, he goes to his floor directly. Otherwise, he goes to the seventh floor and walks up three flights of stairs to his apartment. Why?","The man is short of stature. He can't reach the upper elevator buttons, but he can push on it with his umbrella on a rainy day."
"A man buys a used car. He finds a beautiful Buick for $9,500, but he buys it without paying a dime. How does he buy it?","If he is paying $9500, he won't need any dimes!"
How could a baby fall out of a twenty-store building onto the ground and live?,The baby fell out of a ground floor window.
"You are driving down the road in your car on a wild, stormy night, when you pass by a bus stop and you see three people waiting for the bus:       1. An old lady who looks as if she is about to die.       2. An old friend who once saved your life.       3. The perfect partner you have been dreaming about.Knowing that there can only be one passenger in the car, who would you choose?","The old lady of course! After you help the old lady into the car, you can pass the keys on to your friend, and wait with your perfect partner for the bus!"
"A woman shoots her husband, then holds him under water for five minutes.A little while later, they both go out for dinner and enjoy it very much.How can this be?",She took a photo.
Two girls ate dinner together. They both ordered iced tea.One girl drank them very fast and finished 5 of them while the second girl finished just one.The girl who drank one died while the other survived.All the drinks were poisoned. How did the girl who drank the most survive?,There was poison in the ice cubes. The girl who drank fast didn't get as much poison because they didn't have time to melt into her drink.
"He hated the Eiffel tower, so every day in Paris he ate on the first floor of the tower. Why did he do that?",It was the only place he couldn't see the Eiffel tower from.
"There are 2 people on a boat in the middle of a big lake. The boat begins to sink, but there is only one life jacket. Who will survive?",Neither. Both will die.
What is more rewarding when it is hard and long?,An education.
What do you call an unsinkable virgin?,A cherry float.
"I am long, you move me around with your lips and tongue, I get wet with saliva and I get sucked. What am I?",A straw.
"If I miss, I hit your bush. It's my job to stuff your box. When I come, it's news. What am I?",A newspaper delivery person.
Set me to vibrate when you want some alone time. What am I?,A cell phone.
"I once let over 1000 different people inside me, until I was ripped open by something long and hard. What am I?",The Titanic.
I drip when you take me in the mouth. What am I?,Ice-cream.
What gets wetter when things get steamy?,Steamboats.
"Every man has me. I'm a word that begins with the letter ""P"" and for me to grow, I need stimulation. What am I?",The pupils of his eye.
"You use your hand to whack me off, the bigger I am, the louder I make people scream. What am I?",A spider.
"I am a five letters word starting with ""P"". Women really love to get their hands on me. What am I?",Purse.
"I am dirty, I love being filled with wood, but someone only goes down on me once a year. What am I?",A fireplace.
"Some people prefer being on top, others prefer being on the bottom, and it always involves a bed. What is it?",A bunk bed.
What does a man have in his trousers that a lady doesn't want on her face?,Wrinkles.
What do men keep in their pants that their partners sometimes blow?,Money.
What is super hard and goes into a tiny hole?,A key.
What's long and hard and has the word 'cum' in it?,A cucumber.
"What is six inches long, sweet on the lips, and goes down better with butter?",Corn on the cob.
What do you insert in a small hole and twist all the way around?,A Q-tip.
You can't taste it unless you undress it. What is it?,A banana.
