questions,answers
"Runs smoother than any rhyme, loves to fall but cannot climb!",Water
People are hired to get rid of me.I'm often hiding under your bed.In time I'll always return you see.Bite me and you're surely dead.What am I?,Dust
How far will a blind dog walk into a forest?,"Halfway. Once he crosses the middle line, he starts walking out of the forest."
"I know a word of letters three. Add two, and fewer there will be!",Fewer
"One winter day, there was a man standing in the middle of someone's front yard. The person stayed there for several weeks without moving and the owner of the yard didn't mind. Eventually, the man left. Who was he?",A snowman.
"A young boy went to a Catholic school. During school, he started goofing around, so the teacher called him out and sent him to the Pastor. Since this was a traditional school the boy would be spanked, but the Pastor believed in giving people a chance.He said, ""If you can ask me a question about something you learned and I don't know the answer on the spot you will go free.""The boy may have been lazy, but he was very witty. He asked, ""What is it that you can see and I can see, usually every day, but God cannot see."" The Pastor stood there, stumped. He couldn't figure it out because he strongly believed that God sees and knows all, and that there is only one God. The boy smiled and told him.What was it?","His own equal! We see our equals everyday, but since there is one God, he cannot see someone equal to himself."
What 5 letter word typed in all capital letters can be read the same upside down?,Swims
What 7 letter word is spelled the same way backward and forwards?,Racecar
"A man rode out of town on Sunday, he stayed a whole night at a hotel and rode back to town the next day on Sunday. How is this possible?",His Horse was called Sunday!
"Only one color, but not one size, Stuck at the bottom, yet easily flies. Present in sun, but not in rain, Doing no harm, and feeling no pain. What is it?",Shadow
"You have me today, Tomorrow you'll have more;As your time passes, I'm not easy to store;I don't take up space, But I'm only in one place;I am what you saw, But not what you see. What am I?",Memories
Two men were playing tennis. They played five sets and each man won three sets.How can this be possible?,They were partners playing doubles.
What do bowlers order when they go to a restaurant?,Spare ribs.
Why was the piano tuner hired to play baseball?,Because he had perfect pitch.
Why don't baseball players join unions?,Because they don't like to be called out on strikes.
What medical condition makes you run faster?,Athlete's foot.
In what part of a ballpark do you find the whitest clothes?,In the bleachers.
Why are artists no good in football matches?,Because they keep drawing.
What ring at the gym is actually a square?,A boxing ring.
What's a horse's favorite sport?,Stable Tennis.
What do physicists enjoy doing the most at sporting events?,The Wave
Why was Adam known to be a good runner?,He was the first in the human race.
Why did the golfer have an extra pair of pants?,In case he got a hole-in-one.
Why did the soccer ball quit the team?,It was tired of being kicked around.
What is the only way a miser will swim?,Freestyle.
What's the difference between a nail and a bad boxer?,One gets knocked in and the other gets knocked out.
When is a football player like a judge?,When he sits on the bench.
What is the hardest part about skydiving?,The ground!
Why do soccer players do well in school?,Because they know how to use their heads.
"Dead on the field lie ten soldiers in white, felled by three eyes, black as night. What happened?",A bowling ball knocked down ten pins.
Who are the happiest people at the football game?,The Cheerleaders
Why are frogs so good at basketball?,Because they always make jump shots.
What is a pumpkin's favorite sport?,Squash
"People always step on me and cover me in dirt, yet many times people come running back to me when they are in trouble. What am I?",A baseball base
I'm not pants but I have pockets;I can't dance but I have four legs.I come in different sizes depending on the size of the room.What am I?,A pool table
What bird can lift the most?,A Crane
"Name the only sport in which the ball is always in possession of the team on defense, and the offensive team can score without touching the ball?",Baseball
"What sport has four letters, is played all around the world, and begins with a T?",Golf
What sport most rewards thieves?,"Baseball, because they steal bases."
Why did the football player bring a string with him to the tournament final?,Because he wanted to tie the score.
"Take a look at these sports carefully: golf, darts, tennis, cricket, football, badminton. Which of the following should come next: archery, boxing, squash, gymnastics, or baseball?",Gymnastics (because it has 10 letters and the sports are in order of how many letters they have)
"What is served, but not by a waiter; and an ace but not a card?",A volleyball
"These two sticks must always be kept close by. Because if one of them decides to go another direction, then you're sure to become much colder.",Skis
"When two people are separated by a web and hate to have love, what are they called?",Tennis players
"What happens three times in weightlifting, twice in swimming, but only once in tennis?","The letter ""i""."
Why are soccer fields always unsure about what to do?,Because they have two opposing goals.
"Before the game, the spectator knew that the score would be nil-nil. How?",The score is always nil-nil before the game starts.
What runs around a football pitch but never moves?,A fence.
"In a football game, not a single man scored a goal, yet the final score was 1-0. How can this be?",All the players were women.
Why can't fish play volleyball?,Because they are afraid of the net.
How do we know that football referees are happy?,Because they whistle while they work.
How do football players stay cool during the game?,They stand close to the fans
What animal is best at hitting a baseball,A bat
How is a baseball team similar to a pancake?,They both need a good batter.
What sport can also be eaten?,Squash
Two people were playing chess and both won. How did this happen?,They were playing against other opponents.
What do hockey players and magicians have in common?,Both do hat tricks
I am present in marshesAnd also in the rumen of cattleTo stop global warmingI do very little.What am I?,Methane gas
"When liquid splashes me, none seeps through.When I am moved a lot, liquid I spew.When I am hit, color I change.And color, I come in quite a range.What I cover is very complex, and I am very easy to flex.What am I?",Skin.
What did the femur say to the patella?,I kneed you.
What kind of tree can fit into your hand?,Palm tree
How did Ben Franklin feel after discovering electricity?,Shocked
"Anyone can hold me, even without their hands, yet no one can do it for long.What am I?",Your breath.
What element is derived from a Norse god?,Thorium
"When combined, these four periodic elements make up something that terrifies criminals?","Carbon, Oxygen, Phosphorous & Sulfur (C + O + P + S)"
What is the loneliest of all physics concepts?,The singularity
What are ten things you can always count on?,Your fingers.
"I can be hot, I can be cold,I can run and I can be still,I can be hard and I can be soft.What am I?",Salt.
"What is neither water nor land, and is always soaking wet?",Wetlands.
"When the son of the water returns to the parent, it dies. What is it?",Ice.
I touch your face. I am in your words. I am a lack of space and beloved by birds. What am I?,Air
"I can be good for you, but I can also be bad for you. You can find me all over your body. What am I?",Bacteria.
I am needed for flight but cannot fly on my own. What am I?,Feathers
I am occasionally associated with smelly things. What state of matter am I?,Gas
"What is black when you buy it, red when you use it, and gray when you throw it away?",Charcoal.
I can eat a lot of iron without getting sick. What am I?,Rust.
"You can't see me, but I can see you. To be more specific, I see through. What am I?",An X-ray.
In addition to the sunThis is what enables plants to growIt is a four-letter wordAnd it comes before forest and bowWhat is it?,Rain
"What can be measured, but has no length, width, or height?",Temperature
"I am a tunnel, a shortcut that connects places across space and time. What am I?",A wormhole.
What period of time weighs the least?,A light-year.
What is full of holes but still holds water?,A sponge.
"I was once a massive star and soon I will be a brightly colored gas cloud. For now, I am a massive explosion. What am I?",A Supernova.
"You will find me in Mercury, Earth, Mars, and Jupiter, but not on Venus or Neptune. What am I?",The letter R
I am a rock that's bigger than Venus but smaller than Uranus. What am I?,Earth
"Many have heard it, but nobody has ever seen it. It will not speak back unless spoken to. What is it?",An echo.
What would you get if you stacked up thousands of pizzas?,The leaning tower of pizzas!
The more he has the less he weighs. What is it?,Cheese with holes.
If you buy a big one of theseThen you surely will not starveFor what's inside can feed manyAnd they're also good to carve.What is it that you're buying?,A pumpkin
"Breakfast or dinner, I always taste great,I come from an animal that never stays up late. Who am I?",Egg
"Two sisters we are, one is dark and one is fair,In twin towers dwelling we're quite the pair,One from land and one from the sea,Tell us truly, who are we?",Salt and pepper.
"I usually go with a special beef, I'm a green vegetable, like a leaf. I'm a yummy addition to your St. Patrick's Day dinner. If you eat me a lot, you might even get slimmer. What am I?",Cabbage
Why do Chinese men eat more rice than Japanese men do?,Because there are more Chinese men than Japanese men.
I am a food that stays hot even when put in the refrigerator! What am I?,Pepper.
When does a British Potato change its nationality?,When it becomes French fires.
What does a duck like to eat with soup?,Quackers!
This fruit is made of two words conjoinedThe first part of it is also a treeThe second part is a different fruitAnd goes on a pizza from HawaiiWhat is it?,A pineapple
What kind of beans don't grow in the garden?,Jelly beans
"When the waiter handed him the check at the end of the meal, what did the duck say?",I already have a bill.
What did the turkey say to the ham?,Nice to meat you.
I am the meanest of all foods and it takes all the might of your teeth to tear me apart. What am I?,Jerky
"I am a container without hinges, a lock, or a key, yet a golden treasure lies inside me. What am I?",An Egg
"Hot or cold, running or still, hard or soft, I can be anything. What am I?",Water
"What vegetable always fails in every competition, yet is a fantastic rapper?",Beets
"I am clean, but not water.I am white, but not snow.I am sweet, but not ice cream.What am I?",Sugar
I am called the most romantic fruit on the planet. What am I?,Honeydew
"Two mothers and two daughters went out to eat. Each one of them had one burger, yet only three burgers were eaten. How is this possible?","There was a grandmother, a mother, and a daughter."
What is the tastiest kind of money?,Dough-nut
What did the doctor prescribe to the sick lemon?,Lemon-aid
What vegetable is the king of rock and roll?,Elvis Parsley
What fruit is always sad?,A blueberry
I am a beer yet kids can drink me and never get drunk. What am I?,Root beer
"I am a food that explodes. But long before I explode, I am already dead. I can be small, I can be big, and I can be fragrant. What am I?",Popcorn
Do you know a fruit that is friendly and enjoys meeting new people?,A Date
What vegetable is the most fun to be around and the one that everybody wants to hang out with?,Fungi
"A woman shoots her husband. Then she holds him underwater for over 5 minutes. Finally, she hangs him. A few minutes later they both go out together and enjoy a wonderful afternoon together. How can this be?","The woman was a photographer. She shot a picture of her husband, developed it, and hung it up to dry."
"Can you name three consecutive days without using the words Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, or Sunday?","Yesterday, Today, and Tomorrow."
"The more you take, the more you leave behind. What am I?",Footsteps.
"I have thousands of ears, but I'm a really bad listener. What am I?",A cornfield
"Some months have 30 days, and some months have 31 days. How many have 28?",All of them.
"Two trains enter a one-way tunnel at different ends exactly at 9:00, But they both come out the other end unharmed 5 minutes later.  How is this possible?",One train entered the tunnel at 9:00 am and the other at 9:00 pm.
"A plane with 50 passengers crashes into a mountain and everyone is killed, but there were only 49 bodies. How is this possible?",Two of the passengers were siamese twins.
"I come once in a minute, twice in a moment, but never in a thousand years. What am I?","The letter ""m""."
"I am always in you and sometimes on you. If I surround you, I can kill you. What am I?",Water.
"What are moving left to right, right now?",Your eyes.
"I belong in the month of December, but not in any other month. I am not a holiday either. What am I?",The letter D
"No matter how little or how much you use me every day, you change me every month. What am I?",A Calendar
Why were the inventors of the airplane believed they could fly?,Because they were Wright.
"I protect, I stand tall. The reason for my existence is to strike fear in all. What am I?",A scarecrow
If one train in New York is going 1206 mph and one in Florida goes 305 mph which one will get to Cuba first?,"Neither, trains don't travel over water."
"Those who make me are likely to break me, what am I?",A promise
What runs around the whole yard without moving?,A fence.
"What is light as a feather, but no one can hold it for very long?",Your breath.
Where do prehistoric reptiles like to go on vacations?,The dino-shore!
"I have six faces but do not wear makeup, and twenty-one eyes, but cannot see. What am I?",Dice.
How do rodents travel in the water?,By vole canoe.
What is more useful when it is broken?,An egg.
"What belongs to you, but other people use it more than you?",Your name.
"There was a man who went on a trip to Mexico. The whole, round trip took four days. But he went on Wednesday and came back on Wednesday. How could this be?",His horse's name was Wednesday.
"I am tall when I'm young and short when I'm old. I can brighten your day, unless it's windy. What am I?",A candle.
A woman goes on vacation on Friday and comes back on Monday. How was she gone for a week?,The week ends on Sunday.
"I have many keys, but I can't open a single door. Who am I?",A piano.
"A doctor and a bus driver are both in love with the same woman - a beautiful girl named Monica. The bus driver had to go on a long bus trip that would last a week. Before he left, he gave Monica seven apples. Why?",Because an apple a day keeps the doctor away!
This is a special kind of transportSometimes it's used in an emergencySometimes it's used by celebritiesThey are also able to fly and hoverAnd help rescue people lost at sea,A helicopter
What is the first thing you see in an emergency but you only see it twice in a lifetime?,The letter E.
"A one-seeded fruit I may be, but all of your calendars are full of me. What am I?",A date.
What rock group has been around the longest?,Mount Rushmore!
What was the largest island in the world before Australia was discovered?,"It was still Australia, it just wasn't discovered yet!"
What can you stick between a 3 and a 4 so that the result is more than three but less than four?,"A point, dot or period (3.4)"
"I have a home and a big space, I have keys but I have no locks, I have lots of letters but I have no mailbox. What am I?",A keyboard!
