questions,answers
"I live on a farm and I'm pink.I'm famous for saying ""oink...oink.""Come near me, and you'll realize I stink.What am I?",A pig.
"My arms are longer than my legs, and I can be taught sign language to communicate with humans.What am I?",A gorilla.
I grow down as I grow up.What am I?,A goose - goose feathers are called down.
I am always black and whiteBut I'm not an old TVI'm a kind of animalThat begins with the letter ZWho am I?,A zebra.
"A boy stood on one side of a river, and his cat was on the other side. When the boy called his cat, it crosses the river right away. Moreover, the cat's fur remained completely dry, and it didn't use a boat, bridge, or any other manmade vessel or structure to cross the bridge.How did the cat do it?",The river was frozen.
"A young man entered a pet shop in search of a talking parrot. On one of the cages, he saw a sign saying, ""This parrot repeats everything it hears."" The man bought the parrot and tried to teach it to speak. Yet, he was unsuccessful. The bird didn't say one word in over 2 weeks. So the man decided to return the parrot and accused the shopkeeper of lying. However, the shopkeeper insisted that he was saying the truth...How is this possible?",The parrot was deaf.
"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?",A lion.
"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?",A cat.
What kind of can doesn't need a can-opener?,A pelican.
"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?",A donkey.
"I'm a pet with cute ears, four legs, and a tail at the end.You surely heard me barking. I'm known as man's best friend.What am I?",A dog.
"Some are afraid of this creature,Because it has a large bite.So be careful out in the ocean,One of its kin is a Great White.What is it?",A shark.
"Throughout the day I rest and sleep.At night, I fly and hunt.I have no feathers on my wings,Nor do I chirp or grunt.What am I?",A bat.
I am named after the animal I eat.What am I?,An anteater.
"I may be small, but I can climb a tower.What am I?",An ant.
"I'm not a superhero, but I have a cape. I have a comb, but I don't use it on my hair, and I am famously territorial.What am I?",A rooster.
"Imagine the following: you are walking through the woods and a huge bear is going to attack you. You are running for your dear life, but he is getting closer and closer...How can you escape from the bear?",Quit imagining.
What did the duck say to the rooster as he dared him to a fight?,Are you chicken?
"The dog was wearing a 2-foot leash. When he saw a squirrel, he immediately started chasing it, and he was really able to catch the squirrel.How did the dog succeed?",The leash was not tied to anything.
This is a type of animalKnown for its long face.It's very good at runningSo people ride it in a race.,A horse.
What do you call several identical parakeets sitting at the edge of a roof?,Parapets.
What did the aardvark ask the taxi driver?,Can you take me to my ants' place?
Why did the silly dog swim down the rapids?,"Because he likes ""ruff"" waters!"
1 duck saw 4 elephants as it was going toward the river.Every elephant noticed 2 monkeys going to the river.Every monkey was carrying 1 dove in its paws.How many animals are going to the river?,"Five animals are moving toward the river.Here's a detailed answer:1 duck noticed 4 elephants as it was going toward the river. Hence, 1 animal (the duck) is moving to the river.The 4 elephants saw 2 monkeys going walking toward the river. Now comes the tricky part. You may think that each elephant saw 2 different monkeys walking toward the river. So you would conclude that 4 x 2 = 8 monkeys were going to the river.However, the task does not explicitly say that each elephant saw DIFFERENT monkeys. In fact, you can logically infer that the elephants saw the SAME 2 monkeys. Hence, we only have 2 additional animals (monkeys) moving toward the river.Since every monkey was carrying 1 dove, the 2 monkeys were carrying 2 doves in total.Summing up, we have 1 duck, 2 monkeys, and 2 doves moving to the river. 1 + 2 + 2 = 5 animals."
"You've got a sack of corn, a chicken, and a fox. You have to cross a river, but you can only carry them one at a time. If you leave the chicken with the sack of corn, the chicken will eat the corn. If you leave the fox alone with the chicken, the fox will eat the bird.How can you get all three things across the river safely?","Cross the river with the chicken, then go back and carry the corn over the river. However, instead of leaving the corn with the bird, return together with the chicken. Cross the river for the third time with the fox, leaving the chicken behind. Leave the fox with the sack of corn, and return for the last time to get the chicken. Done!"
What do you call a three-humped camel?,Pregnant.
"You enter a room and notice a bed. There are 3 dogs, 2 cats, 1 goat, 4 crows, and a goose on the bed. In addition, 3 sparrows are flying around the bed.How many LEGS are there on the floor?",There are 6 legs on the floor.
What lives in a tiny house all alone?,A baby chick in an egg.
"My first letter is in sea but not in ocean,The second is in change but not in motion.My third letter in boat but never in ship,And the fourth is in travel as well as in trip.The fifth letter is in dark but not in caves,And my whole is a triangle popping up from the waves.  What am I?",A shark.
"My first letter is in cloud, but never in sky.The second is in roll but not in lie,My third letter is in water but not in trees.My whole makes you milk, kefir, and cheese.What am I?",A cow.
"My first letter is in follow but not in lead, and the second is in write but not in read.My third letter is in sky but not in cloud, my fourth is in humble but not in proud.My all makes circles in a bowl, or lies on a plate cooked up whole.What am I?",A fish.
"I sizzle like bacon, but I hatched from an egg,I expand when I eat, and I have no legs.What am I?",A snake.
"I have got a crown like a king, but I'm a disgrace when I sing.There are fewer eyes on my face than my tail, but only when I'm a male.What am I?",A peacock.
"I'm the opposite of a dog, but I'm not a god.I move my tail when I'm mad and growl when I'm pleased.What am I?",A cat.
I feed on leaves from treetops but my feet never leave the earth.What am I?,A giraffe.
"I go to school all my life, and I never leave the water, even though I breathe air. What am I?",A dolphin.
"I often join you at parties and holidays, but I never get to enjoy them.What am I?",A turkey.
I grow from egg to fish to creature.I burp when I talk and I jump when as I walk.What am I?,A frog.
"I have no legs, eyes, or nose, but if you give me enough time, I can move the earth.What am I?",A worm.
I have black circles around my eyes - even when I'm not exhausted.What am I?,A panda.
Play me with a ball and bat. Or hear me sing in a tophat.What am I?,A cricket.
"Alive without breath, as cold as death.All in mail never clinking.Never thirsty, ever drinking.What am I?",A fish.
"Born in water, I drown in water.A blood-thirsty beast you can barely see.What am I?",A mosquito.
"As small as your thumb, I am light in the air.You may hear me before you see me, But trust me, I'm there.What am I?",A hummingbird.
"I have a face like a tree and skin like the sea.A great beast I am, yet small vermin frighten me.What am I?",An elephant.
"I create my lair with earthen string,And dispatch my prey with a biting sting.What am I?",A spider.
"I had no father, only a grandfather... I shall bear no sons, only daughters.What am I?",A bee.
I plow and plow but never sow.What am I?,A pig.
"I have four legs but no tail. Usually, I am heard only at night.What am I?",A frog.
"What is that which, while it lives, constantly changes its habit, That is buried before it is dead, and whose tomb is valued wherever it is found?",A silkworm.
"My first letter is in window but not in pane.My second's in road but not in lane.My third is in oval but not in round.My fourth is in hearing but not in sound.My whole is known as a sign of peace.And from Noah's Ark, I won quick release.What am I?",A dove.
"A prickly house a little host contains.The pointed weapons keep back from pains,So he, unarmed, safe in his fort remains.Who is he?",A hedgehog.
What can honk without a horn?,A goose.
"I am an insect, and the first part of my name is another insect.What insect am I?",A beetle.
My first letter is in ocean but never in sea.My second's in wasp but never in bee.My third is in glider and also in flight.My whole is a creature that comes out at night.What am I?,An owl.
"Oh, how I love my dancing feet!They stay together - oh so neat.And when I want to walk a line,They all stay together and do double time.I count them up, ten times or more,And race on-off, across the floor.",A centipede.
"I can jump, I can swim,I swing from tree to tree.And I can also weave a houseThat's much bigger than me.What am I?",A spider.
"It can be in a hat,Or out of the bag.If you see it you'll be smitten,'Cause it's fluffy like a mitten.What is it?",A cat.
"It's small but larger than a bee,And agile as a flea.It hums but does not buzz,And it's not covered with fuzz.It is a small collectorOr juicy flower nectar,What is it?",A hummingbird.
"It can be white, blue, or black,Humped or have a horn.And when it talks, it sings its minuets,As it's traveling the depths.What is it?",A whale.
"I have no sword, I have no spear,Yet rule a horde that many fear,My soldiers fight with a wicked sting,I rule with might, yet I'm no king.What am I?",A queen bee.
"The cow is my cousin.If you see my name, you'll understand why.What am I?",A moose.
"What has armor but is not a knight,Snaps but is not a twig,And is always at homeEven on the move?",A turtle.
"If a man could carry my burden, he would break his back.I am not rich, but leave silver in my track.What am I?",A snail.
"I hang upside-down on trees.I'm the opposite of busy bees.I sleep and sleep, I'm very slow, and on each footI have three toes.What am I?",A sloth.
"I am both a bird and a kind of fruit, and I can even be a person.What am I?",Kiwi.
"You say ""hey."" I'll eat it.I say ""neigh.""What am I?",A horse.
"My start goes on toast, and my end's how birds move.My baby eats leaves, whereas I drink flowers.",Butterfly.
"Cupid without a bow.Donner with no kebab.One who dances, one who prances, all dragging present-giving dad.What am I?",A reindeer.
I've got a hole in my back and legs I lack.I live where I can't breathe and I eat without teeth.What am I?,A whale.
"When I walk, I jump, and when I stand, I sit.What animal am I?",A kangaroo.
I peel like an onion yet remain whole.Which mystery creature am I?,A lizard.
"I walk on silken strings and catch all sorts of things.When you find my home, I am gone.What am I?",A spider.
I'm the only known mammal incapable of jumping. That's because I'm very large.What animal am I?,An elephant.
"My field of vision is 270 degrees, and I'm quiet and sneaky like a ninja when I hunt for my prey.What bird am I?",An owl.
"I was born small and pink, but then I grew big and black and white.I'm lazy to cook, so all I eat is bamboo.What animal am I?",A panda.
"I've got horns, but I can't honk.Instead, I bleat, but I'm no sheep.What am I?",A goat
"I hover and zip through the air with a dazzling flare.I move from flower to flower, humming a tune, but I'm no insect.What am I?",A hummingbird.
"I am a king, and the jungle is my kingdom.I have a lush mane, and I'm tough to train.What am I?",A lion.
"I live in a den, and I wear a furry suit.I like to eat fish, but also berries and fruit.I love honey more than you do.What animal am I?",A bear.
"I wear a tuxedo when I'm swimming, and I slide on my tummy across the ice.What am I?",A penguin.
"I have a mane, but I'm no lion. I wear shoes, but I'm not a human.What am I?",A horse.
"I have a lump or two on my back, and I live in the sand.I'm tough and I'll carry you over the land.What am I?",A camel.
"I'm spotty and swift, but I'm no leopard.And no one wants to play cards with me.What am I?",A cheetah.
The alphabet starts with A and ends in Z. I go the other way around.What am I?,A zebra.
"I am an animal, but my name makes you think of dessert or something you might put in your hair.What am I?",A moose.
"It takes me a couple of weeks to digest what I eat, and I'm never in a hurry.What am I?",A sloth.
"You may find me cute, but I'm too big for a pet.I have a long trunk, and I never forget.What am I?",An elephant.
