questions,answers
"I come in many shades: red, pink, yellow, orange, or white; but I'm not a crayon.I'm fragrant, but I'm not perfume.People put me in water, but I'm not dirty laundry.I have a stem, but I'm not a wine glass.People gift me on Valentine's day, but I'm not a stuffed animal.What am I?",A rose.
"I'm tiny but quite expensive. But when you use me, all I do is hang and sparkle.What Valentine's Day gift am I?",Earrings.
Who marries many times but always remains single?,A priest.
"You'll see two of me at every wedding, but I am not a person.What am I?",A wedding ring.
"I connect two people, but I touch only one.What am I?",A wedding ring.
"I have no finish line in sight, but you can break me. Once you have me, you are bound for life.What am I?",Marriage.
"I am another word for love, and I consist of nine letters. I rhyme with selection and perfection.What am I?",Affection.
"I can make you happy, I can make you cry. I can make you want me, but I can also drive people to madness.What am I?",Love.
"When I'm lost, I hurt the most, as well as when not had at all. I'm often hard to express and easy to ignore. You can give me to just one person, or to many. What am I?",Love.
"I can be clogged, and I can break. I can be given but also kept. I can be crushed or be made whole. What am I?",A heart.
"From that which comes within itself,It builds its table on my shelf.What is it?",A spider.
"I wiggle and I cannot see,Sometimes I'm underground, and at times on a tree.I really don't want to end up on a hook,I turn into a person when combined with a book.What am I?",A worm.
"I have legs but rarely walk.I bite many but never talk.I search for places that can hide me,Because those that feed me also hate me.What am I?",A flea.
"I have around 5,000 feathers and I'm a bird native to America. People say Benjamin Franklin wanted me to be the national bird of the United States.What am I?",A turkey.
I always sleep with my shoes on.What am I?,A horse.
"I stash treasures in the ground,And dig them out in winter.You can find me in a tree,Nibbling on my nutty dinner.What am I?",A squirrel.
"What goes tick-tock, bow-wow, tick-tock, bow-wow?",A watch dog.
"I have a duck's bill, a beaver's tail, webbed feet, and I lay eggs.What am I?",A platypus.
"I have no arms and legs. I crawl on my belly, and I have a lethal sting. When I go to sleep, I curl into a ring but I leave my eyes open wide. What am I?",A snake.
"I live on a farm and I'm pink.I'm famous for saying ""oink...oink.""Come near me, and you'll realize I stink.What am I?",A pig.
"My arms are longer than my legs, and I can be taught sign language to communicate with humans.What am I?",A gorilla.
I grow down as I grow up.What am I?,A goose - goose feathers are called down.
I am always black and whiteBut I'm not an old TVI'm a kind of animalThat begins with the letter ZWho am I?,A zebra.
"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?",A lion.
"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?",A cat.
"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?",A donkey.
"I'm a pet with cute ears, four legs, and a tail at the end.You surely heard me barking. I'm known as man's best friend.What am I?",A dog.
"Some are afraid of this creature,Because it has a large bite.So be careful out in the ocean,One of its kin is a Great White.What is it?",A shark.
"Throughout the day I rest and sleep.At night, I fly and hunt.I have no feathers on my wings,Nor do I chirp or grunt.What am I?",A bat.
I am named after the animal I eat.What am I?,An anteater.
"I may be small, but I can climb a tower.What am I?",An ant.
"I'm not a superhero, but I have a cape. I have a comb, but I don't use it on my hair, and I am famously territorial.What am I?",A rooster.
This is a type of animalKnown for its long face.It's very good at runningSo people ride it in a race.,A horse.
What lives in a tiny house all alone?,A baby chick in an egg.
"My first letter is in sea but not in ocean,The second is in change but not in motion.My third letter in boat but never in ship,And the fourth is in travel as well as in trip.The fifth letter is in dark but not in caves,And my whole is a triangle popping up from the waves.  What am I?",A shark.
"My first letter is in cloud, but never in sky.The second is in roll but not in lie,My third letter is in water but not in trees.My whole makes you milk, kefir, and cheese.What am I?",A cow.
"My first letter is in follow but not in lead, and the second is in write but not in read.My third letter is in sky but not in cloud, my fourth is in humble but not in proud.My all makes circles in a bowl, or lies on a plate cooked up whole.What am I?",A fish.
"I sizzle like bacon, but I hatched from an egg,I expand when I eat, and I have no legs.What am I?",A snake.
"I have got a crown like a king, but I'm a disgrace when I sing.There are fewer eyes on my face than my tail, but only when I'm a male.What am I?",A peacock.
"I'm the opposite of a dog, but I'm not a god.I move my tail when I'm mad and growl when I'm pleased.What am I?",A cat.
I feed on leaves from treetops but my feet never leave the earth.What am I?,A giraffe.
"I go to school all my life, and I never leave the water, even though I breathe air. What am I?",A dolphin.
"I often join you at parties and holidays, but I never get to enjoy them.What am I?",A turkey.
I grow from egg to fish to creature.I burp when I talk and I jump when as I walk.What am I?,A frog.
"I have no legs, eyes, or nose, but if you give me enough time, I can move the earth.What am I?",A worm.
I have black circles around my eyes - even when I'm not exhausted.What am I?,A panda.
Play me with a ball and bat. Or hear me sing in a tophat.What am I?,A cricket.
"Alive without breath, as cold as death.All in mail never clinking.Never thirsty, ever drinking.What am I?",A fish.
"Born in water, I drown in water.A blood-thirsty beast you can barely see.What am I?",A mosquito.
"As small as your thumb, I am light in the air.You may hear me before you see me, But trust me, I'm there.What am I?",A hummingbird.
"I have a face like a tree and skin like the sea.A great beast I am, yet small vermin frighten me.What am I?",An elephant.
"I create my lair with earthen string,And dispatch my prey with a biting sting.What am I?",A spider.
"I had no father, only a grandfather... I shall bear no sons, only daughters.What am I?",A bee.
I plow and plow but never sow.What am I?,A pig.
"I have four legs but no tail. Usually, I am heard only at night.What am I?",A frog.
"What is that which, while it lives, constantly changes its habit, That is buried before it is dead, and whose tomb is valued wherever it is found?",A silkworm.
"My first letter is in window but not in pane.My second's in road but not in lane.My third is in oval but not in round.My fourth is in hearing but not in sound.My whole is known as a sign of peace.And from Noah's Ark, I won quick release.What am I?",A dove.
"A prickly house a little host contains.The pointed weapons keep back from pains,So he, unarmed, safe in his fort remains.Who is he?",A hedgehog.
What can honk without a horn?,A goose.
"I am an insect, and the first part of my name is another insect.What insect am I?",A beetle.
My first letter is in ocean but never in sea.My second's in wasp but never in bee.My third is in glider and also in flight.My whole is a creature that comes out at night.What am I?,An owl.
"Oh, how I love my dancing feet!They stay together - oh so neat.And when I want to walk a line,They all stay together and do double time.I count them up, ten times or more,And race on-off, across the floor.",A centipede.
"I can jump, I can swim,I swing from tree to tree.And I can also weave a houseThat's much bigger than me.What am I?",A spider.
"It can be in a hat,Or out of the bag.If you see it you'll be smitten,'Cause it's fluffy like a mitten.What is it?",A cat.
"It's small but larger than a bee,And agile as a flea.It hums but does not buzz,And it's not covered with fuzz.It is a small collectorOr juicy flower nectar,What is it?",A hummingbird.
"It can be white, blue, or black,Humped or have a horn.And when it talks, it sings its minuets,As it's traveling the depths.What is it?",A whale.
"I have no sword, I have no spear,Yet rule a horde that many fear,My soldiers fight with a wicked sting,I rule with might, yet I'm no king.What am I?",A queen bee.
"The cow is my cousin.If you see my name, you'll understand why.What am I?",A moose.
"What has armor but is not a knight,Snaps but is not a twig,And is always at homeEven on the move?",A turtle.
"If a man could carry my burden, he would break his back.I am not rich, but leave silver in my track.What am I?",A snail.
"I hang upside-down on trees.I'm the opposite of busy bees.I sleep and sleep, I'm very slow, and on each footI have three toes.What am I?",A sloth.
"I am both a bird and a kind of fruit, and I can even be a person.What am I?",Kiwi.
"You say ""hey."" I'll eat it.I say ""neigh.""What am I?",A horse.
"My start goes on toast, and my end's how birds move.My baby eats leaves, whereas I drink flowers.",Butterfly.
"Cupid without a bow.Donner with no kebab.One who dances, one who prances, all dragging present-giving dad.What am I?",A reindeer.
I've got a hole in my back and legs I lack.I live where I can't breathe and I eat without teeth.What am I?,A whale.
"When I walk, I jump, and when I stand, I sit.What animal am I?",A kangaroo.
I peel like an onion yet remain whole.Which mystery creature am I?,A lizard.
"I walk on silken strings and catch all sorts of things.When you find my home, I am gone.What am I?",A spider.
I'm the only known mammal incapable of jumping. That's because I'm very large.What animal am I?,An elephant.
"My field of vision is 270 degrees, and I'm quiet and sneaky like a ninja when I hunt for my prey.What bird am I?",An owl.
"I was born small and pink, but then I grew big and black and white.I'm lazy to cook, so all I eat is bamboo.What animal am I?",A panda.
"I've got horns, but I can't honk.Instead, I bleat, but I'm no sheep.What am I?",A goat
"I hover and zip through the air with a dazzling flare.I move from flower to flower, humming a tune, but I'm no insect.What am I?",A hummingbird.
"I am a king, and the jungle is my kingdom.I have a lush mane, and I'm tough to train.What am I?",A lion.
"I live in a den, and I wear a furry suit.I like to eat fish, but also berries and fruit.I love honey more than you do.What animal am I?",A bear.
"I wear a tuxedo when I'm swimming, and I slide on my tummy across the ice.What am I?",A penguin.
"I have a mane, but I'm no lion. I wear shoes, but I'm not a human.What am I?",A horse.
"I have a lump or two on my back, and I live in the sand.I'm tough and I'll carry you over the land.What am I?",A camel.
"I'm spotty and swift, but I'm no leopard.And no one wants to play cards with me.What am I?",A cheetah.
The alphabet starts with A and ends in Z. I go the other way around.What am I?,A zebra.
"I am an animal, but my name makes you think of dessert or something you might put in your hair.What am I?",A moose.
"It takes me a couple of weeks to digest what I eat, and I'm never in a hurry.What am I?",A sloth.
"You may find me cute, but I'm too big for a pet.I have a long trunk, and I never forget.What am I?",An elephant.
"My first is a very uncomfortable state, In cold weather, it mostly abounds. My second's an instrument formed of hard steel, That will cause the stout foe to stagger and reel, And when used, is a symptom of hate. My whole is an author of greatest renown, Whose fame to the last day of time will go down. Who am I?",Shakespeare.
"Hold the tail, While I fish for you. What am I?",A net.
I run through hills; I veer around mountains. I leap over rivers and crawl through the forests. Step out your door to find me. What am I?,Roads
"I'm a mythical god, a planet, and measurer of heat. Who am I?",Mercury
"A precious stone, as clear as diamond.Seek it out whilst the sun's near the horizon.Though you can walk on water with its power,Try to keep it, and it'll vanish in an hour.What is it?",Ice
"Armless, legless, I crawl around when I'm young.Then the time of changing sleep will come.I will awake like a newborn, flying beast,'till then on the remains of the dead I feast.Who am I?",A caterpillar.
"I am the hole in the night,the ever-watchful eye.I return in a cycle,to enlighten the sky.Who am I?",The moon.
"I dig out tiny caves, and store gold and silver in them.I also build bridges of silver and make crowns of gold.They are the smallest you could imagine.Sooner or later everybody needs my help,yet many people are afraid to let me help them.Who am I?",A dentist
"Inside me the adventurous findQuests and treasures of every kind.Trolls, goblins, orcs, and more, awaitWithin my closed walls forAll those that wish to visit me.Your hands are the keyTo secrets untold,And your mind will unlock the door.What am I?",A book.
"We are very little creatures; all of us have different features. One of us in glass is set; one of us you'll find in jet. Another you may see in tin, and a fourth is boxed within. If the fifth you should pursue, it can never fly from you.What are we?",The vowels.
"If a man carried my burdenHe would break his back.I am not rich,But leave silver in my track.Who am I?",A snail.
"With thieves, I consort,With the vilest, in short,I'm quite at ease in depravity;Yet all divines use me,And savants can't lose me,For I am the center of gravity.Who am I?",The letter V.
"I drive men madFor love of me,Easily beaten,Never free.What am I?",Gold
"When young, I am sweet in the sun.When middle-aged, I make you giddy.When old, I am valued more than ever.What am I?",Wine
"Breakfast or dinner, I always taste great,I come from an animal that never stays up late. Who am I?",Egg
I am a pal of the peanut and I love to sing along and play music. Who am I?,Jam
I am the favorite fruit of computer nerds. Who am I?,Apple
What vegetable is the king of rock and roll?,Elvis Parsley
"I have lakes but no water. I have streets no cars. I have many places and borders, but I'm in one piece. What am I?",A map.
"I am tall when I'm young and short when I'm old. I can brighten your day, unless it's windy. What am I?",A candle.
"I have many keys, but I can't open a single door. Who am I?",A piano.
"Although I'm not an insect, some people found me very difficult to exterminate. They called me something like 'insane priest.' The first half of my name means the same as 'scrape,' and my last three letters are a metal. Who am I?",Rasputin
I make billions of dollars selling Windows. Who am I?,Bill Gates
"Though I wander the earth, I am no longer here.I am pale and I chill everyone near.What am I?",A ghost.
"The more I lie, the more people trust me. Who am I?",A Politician.
"I am green skinned, ugly and come out at night with an old broom. Who am I?",A witch.
"I love spinach and fighting, who am I?",Popeye.
"I use electricity and I killed my father. I am a king. I have a lot of girlfriends, but I also have a wife. Who am I?",Zeus
"A man leaves home and turns three times, only to return home facing two people wearing masks. Who are they?",A catcher and umpire.
You answer me but I ask you nothing. What am I?,A phone.
I have keys but no locks. I have space but no room. You can enter but can't go outside. What am I?,A keyboard.
"What comes once in a minute, twice in a moment, but never in a thousand years?",The letter M.
"What can you catch, but not throw?",A cold.
Who makes moves while being seated?,A chess player.
I'm not alive but I have five fingers. What Am I?,A glove.
"I'm light as a feather, yet the strongest man can't hold me for more than a few minutes.What Am I?",Breath.
Even the president takes his hat off for me. Who am I?,A barber.
"Brothers and sisters I have none, but this man's father is my father's son. Who is the man?",My son.
