questions,answers
I grow down as I grow up.What am I?,A goose - goose feathers are called down.
"A young man entered a pet shop in search of a talking parrot. On one of the cages, he saw a sign saying, ""This parrot repeats everything it hears."" The man bought the parrot and tried to teach it to speak. Yet, he was unsuccessful. The bird didn't say one word in over 2 weeks. So the man decided to return the parrot and accused the shopkeeper of lying. However, the shopkeeper insisted that he was saying the truth...How is this possible?",The parrot was deaf.
"What king do you make if you take the head of a llama, the middle of a pig, the back of a buffalo, and the tail of a stallion?",A lion.
"Sneaky as a shadow in the dead of night,Cunning but affectionate if given a bite.Never owned but often loved.What am I?",A cat.
"I'm grey, but I'm no wolf,I have long ears, but I'm not a rabbit,I have hooves, but I'm not a cow.What am I?",A donkey.
"I may be small, but I can climb a tower.What am I?",An ant.
"I'm not a superhero, but I have a cape. I have a comb, but I don't use it on my hair, and I am famously territorial.What am I?",A rooster.
1 duck saw 4 elephants as it was going toward the river.Every elephant noticed 2 monkeys going to the river.Every monkey was carrying 1 dove in its paws.How many animals are going to the river?,"Five animals are moving toward the river.Here's a detailed answer:1 duck noticed 4 elephants as it was going toward the river. Hence, 1 animal (the duck) is moving to the river.The 4 elephants saw 2 monkeys going walking toward the river. Now comes the tricky part. You may think that each elephant saw 2 different monkeys walking toward the river. So you would conclude that 4 x 2 = 8 monkeys were going to the river.However, the task does not explicitly say that each elephant saw DIFFERENT monkeys. In fact, you can logically infer that the elephants saw the SAME 2 monkeys. Hence, we only have 2 additional animals (monkeys) moving toward the river.Since every monkey was carrying 1 dove, the 2 monkeys were carrying 2 doves in total.Summing up, we have 1 duck, 2 monkeys, and 2 doves moving to the river. 1 + 2 + 2 = 5 animals."
What lives in a tiny house all alone?,A baby chick in an egg.
"I have no legs, eyes, or nose, but if you give me enough time, I can move the earth.What am I?",A worm.
Play me with a ball and bat. Or hear me sing in a tophat.What am I?,A cricket.
"Alive without breath, as cold as death.All in mail never clinking.Never thirsty, ever drinking.What am I?",A fish.
"Born in water, I drown in water.A blood-thirsty beast you can barely see.What am I?",A mosquito.
"As small as your thumb, I am light in the air.You may hear me before you see me, But trust me, I'm there.What am I?",A hummingbird.
"I have a face like a tree and skin like the sea.A great beast I am, yet small vermin frighten me.What am I?",An elephant.
"I create my lair with earthen string,And dispatch my prey with a biting sting.What am I?",A spider.
I plow and plow but never sow.What am I?,A pig.
"I have four legs but no tail. Usually, I am heard only at night.What am I?",A frog.
My first letter is in ocean but never in sea.My second's in wasp but never in bee.My third is in glider and also in flight.My whole is a creature that comes out at night.What am I?,An owl.
"I can jump, I can swim,I swing from tree to tree.And I can also weave a houseThat's much bigger than me.What am I?",A spider.
"I have no sword, I have no spear,Yet rule a horde that many fear,My soldiers fight with a wicked sting,I rule with might, yet I'm no king.What am I?",A queen bee.
"What has armor but is not a knight,Snaps but is not a twig,And is always at homeEven on the move?",A turtle.
"If a man could carry my burden, he would break his back.I am not rich, but leave silver in my track.What am I?",A snail.
"Cupid without a bow.Donner with no kebab.One who dances, one who prances, all dragging present-giving dad.What am I?",A reindeer.
I've got a hole in my back and legs I lack.I live where I can't breathe and I eat without teeth.What am I?,A whale.
"When I walk, I jump, and when I stand, I sit.What animal am I?",A kangaroo.
I peel like an onion yet remain whole.Which mystery creature am I?,A lizard.
I'm the only known mammal incapable of jumping. That's because I'm very large.What animal am I?,An elephant.
"I hover and zip through the air with a dazzling flare.I move from flower to flower, humming a tune, but I'm no insect.What am I?",A hummingbird.
"I have a mane, but I'm no lion. I wear shoes, but I'm not a human.What am I?",A horse.
"I am an animal, but my name makes you think of dessert or something you might put in your hair.What am I?",A moose.
"I heard of an invading, vanquishing army sweeping across the land, liquid-quick; conquering everything, quelling resistance. With it came darkness, dimming the light. Humans hid in their houses, while outside spears pierced, shattering stone walls. Uncountable soldiers smashed into the ground, but each elicited life as he died; when the army had vanished, advancing northward, the land was green and growing, refreshed. What is it?",A rainstorm.
"Big as a biscuit, deep as a cup, even a river can't fill it up. What is it?",A kitchen strainer.
"Runs smoother than any rhyme, loves to fall but cannot climb!",Water
People are hired to get rid of me.I'm often hiding under your bed.In time I'll always return you see.Bite me and you're surely dead.What am I?,Dust
"Three lives have I.Gentle enough to soothe the skin,Light enough to caress the sky,Hard enough to crack rocks.",Water
"Of no use to oneYet absolute bliss to two.The small boy gets it for nothing.The young man has to lie for it.The old man has to buy it.The baby's right,The lover's privilege,The hypocrite's mask.To the young girl, faith;To the married woman, hope;To the old maid, charity.What am I?",A kiss.
"A Japanese boat was stuck in water because of the storm, and after the storm, the captain was found dead. The engineer was busy fixing the signals, the cook was managing the wine barrels, the wife went to the room, and the maid was fixing the upside-down turned flag. Who killed the captain?","The maid. A Japanese flag is the same from all sides, with a red dot in the center of a white background."
"A man was found dead while on his work trip abroad. The suspects were his colleagues Mason, Bob, Lisa, and Alex. On the calendar, 3, 4, 9, 10, 11 were written in blood. How should the detectives decode the numbers to find the killer?",The numbers are those of the months whose first letters spell out 'Mason'.
"Dr. Miller was staying with his cousin, Alfred, in Alfred's lakeside cabin. They were setting up Alfred's will. Since Dr. Miller was Alfred's closest living relative, much of Alfred's estate was being left to him.One day, Alfred went to Dr. Miller very upset.""Doctor,"" he began, ""I have just found out that an old enemy is out to get me. He is coming very soon. Where will I go? Where can I hide? If he finds me, he will surely kill me. I do not have time to leave this cabin and hide in the woods.""Dr. Miller thought for a moment, and then grabbed a 5′ long bamboo fishing pole, with a diameter the size of a quarter.""Alfred, follow me out to the lake. This lake is 4′ deep. If you lie on the bottom of the lake and breathe through this pole, your enemy will never find you. I will be in the bulrushes with a shotgun, and I will shoot him when he comes. I will swim down to find you when he is gone.""Alfred thought that was a great idea and went down to the lake with the bamboo pole in his mouth.A few hours later, a ranger passed by. He found Alfred's body. Dr. Miller told the police of the circumstance, and that Alfred had probably panicked, and died.Police arrested Dr. Miller on the charge of murdering Alfred. Why?","The pole was 5′ long, but only the size of a quarter. The first time he breathed in, he breathed oxygen. When he exhaled, the air could not travel 5′ before he breathed in again. He was just breathing what he exhaled. Before long, all he was breathing was carbon dioxide. He died of CO2 poisoning. Dr. Miller was the one who told him to use the pole. However, he was knowledgeable about the human body and knew breathing only carbon dioxide would result in Alfred's death. His motive? The money in Alfred's will."
Two men were playing tennis. They played five sets and each man won three sets.How can this be possible?,They were partners playing doubles.
"Dead on the field lie ten soldiers in white, felled by three eyes, black as night. What happened?",A bowling ball knocked down ten pins.
"Name the only sport in which the ball is always in possession of the team on defense, and the offensive team can score without touching the ball?",Baseball
"Take a look at these sports carefully: golf, darts, tennis, cricket, football, badminton. Which of the following should come next: archery, boxing, squash, gymnastics, or baseball?",Gymnastics (because it has 10 letters and the sports are in order of how many letters they have)
"These two sticks must always be kept close by. Because if one of them decides to go another direction, then you're sure to become much colder.",Skis
"When combined, these four periodic elements make up something that terrifies criminals?","Carbon, Oxygen, Phosphorous & Sulfur (C + O + P + S)"
"I was once a massive star and soon I will be a brightly colored gas cloud. For now, I am a massive explosion. What am I?",A Supernova.
"A woman shoots her husband. Then she holds him underwater for over 5 minutes. Finally, she hangs him. A few minutes later they both go out together and enjoy a wonderful afternoon together. How can this be?","The woman was a photographer. She shot a picture of her husband, developed it, and hung it up to dry."
"Can you name three consecutive days without using the words Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, or Sunday?","Yesterday, Today, and Tomorrow."
"Two trains enter a one-way tunnel at different ends exactly at 9:00, But they both come out the other end unharmed 5 minutes later.  How is this possible?",One train entered the tunnel at 9:00 am and the other at 9:00 pm.
"A plane with 50 passengers crashes into a mountain and everyone is killed, but there were only 49 bodies. How is this possible?",Two of the passengers were siamese twins.
"I come once in a minute, twice in a moment, but never in a thousand years. What am I?","The letter ""m""."
"I have lakes but no water. I have streets no cars. I have many places and borders, but I'm in one piece. What am I?",A map.
"You can hear me and control me, but never see me or touch me. What am I?",Your voice.
If one train in New York is going 1206 mph and one in Florida goes 305 mph which one will get to Cuba first?,"Neither, trains don't travel over water."
"Before Mount Everest was discovered, what was the highest mountain on Earth?",Mount Everest
How do rodents travel in the water?,By vole canoe.
"There was a man who went on a trip to Mexico. The whole, round trip took four days. But he went on Wednesday and came back on Wednesday. How could this be?",His horse's name was Wednesday.
"A doctor and a bus driver are both in love with the same woman - a beautiful girl named Monica. The bus driver had to go on a long bus trip that would last a week. Before he left, he gave Monica seven apples. Why?",Because an apple a day keeps the doctor away!
This is a special kind of transportSometimes it's used in an emergencySometimes it's used by celebritiesThey are also able to fly and hoverAnd help rescue people lost at sea,A helicopter
What connects two people but touches only one?,A wedding ring
Look at this sequence from top to bottom. What is the next number in the sequence?      1     11     21   1211  111221  312211      ?,"The next number should be 13112221. Why?Because each of these numbers describes the previous number. Starting with 1, the 2nd line is 11 (one one), then the 3rd line describes 11 as 21(two ones). Then the 4th line is 1211 which describes (one 2, one 1). And so forth..."
"What city's name can be described as: ""Before noon, gaze at water barrier.""",Am-ster-dam (Netherlands)
You are lost in the woods and the path you are following forks into two: a path to the left and one to the right. One path will lead you to safety while the other will cause you to be lost forever.At the fork are two twin sisters who know which path is which. The sisters are identical in every way except one: one of the sisters always tells the truth while the other always lies.You can ask only one question and you don't know which sister is which. What can you say to them so you know which path to take?,"Ask one of the sisters which path their sister would tell you to take.Let's say the left hand path is the correct one to follow. The sister that lies knows their truthful sister would tell you the left hand path, so as they always lie they will tell you the right hand path.The honest sister knows their lying sister will tell you the right hand path and because they're honest, they will tell you this. So you should follow the opposite path to that which you are told, regardless of which sister tells you."
What 8 letter word can have a letter taken away and it still makes a word. Take another letter away and it still makes a word. Keep on doing that until you have one letter left. What is the word?,"The word, ironically, is starting! As in - starting, staring, string, sting, sing, sin, in, I."
"Someone has tripped the magical alarms in the Element Temple. When you and the other monks arrive on the scene, you know you have a disaster on your hands. Four young apprentices broke into the temple's inner chamber to steal the sacred element crystals. But when the alarm went off they panicked, and each of them swallowed a crystal. Can you determine who ate which crystal? Pause the video at 1:40 to see all the facts and think about the answer. If you give up, continue the video to see the solution!",Continue the video for a solution.
"After year of war in the magic kingdom, the different species have decided to compete in dragon jousting instead of fighting. You are the recorder of these events, but you overslept and are late! How will you score each match?Pause the video at 2:10 to consider the problem and see the rules.",Continue the video to see the solution!
"You have 3 boxes. One of them contains a prize. You were allowed to pick just one of them.You pick - and it's empty.With 2 boxes left, you now have one box in your hand and another box in front of you. If given the chance to exchange your box with the box in front of you, would you do it? Why, and why not?(The 'Google Riddles' are interview questions those who wish to get hired were asked).","In the beginning, with 3 boxes, things were simple. You had a chance of 1 in 3 to find the prize. NOW we know that one of the boxes is empty but you still made a guess of 1 in 3, now you have a new choice of 1 in 2. Your probability goes up and that is why you SHOULD CHANGE THE BOX.Don't feel bad if you disagree, this riddle has been hotly debated."
"Today is more windy than yesterday, will a return flight take the same time, less time, or the same amount of time to complete?(The 'Google Riddles' are interview questions those who wish to get hired were asked).",More Time.
What does this message say? Can you decipher it?G T Y O R J O T E O U I A B G T,"""Great Job You Got It""This riddle is named after Julius Caesar, who is thought to be first to use this cipher.Simply count the letters and arrange them in groups of the same number, here 4 will be easiest. It will be make 4 rows of 4. Then you put the rows one above the other and read up down, like so:G T Y OR J O TE O U IA B G TUntil you find the message."
Can you make a word out of these two rows of matches without moving them?,"LOTTOExplanation:Just flip the two rows 1 and 2 vertically, you will find the word ""Lotto""."
"Look carefully at these graphs, can you find the actual height of the red bar?","8 MetersIf we look at the green bar we see that its real height is 2/3 of its shadow. So that means we need to find 2 shadows length for the red bar, the uninterruped part and the one on the wall. Since we now know the formula for the floor shadow - real height is 2/3 of it - meaning the part that makes that shadow is 4 meters long. Then we have to add the part on the wall which is straight up, it has no formula so we just add those 4 meters on the wall to the 4 meters we got from multiplying 2/3 by 6 meters and we have 4 meters + 4 meters = 8 meterss"
One evening there was a murder in a house where there lived a married couple with their 2 children - their son and daughter. One of these four people murdered one of the others. One of the members of the family witnessed the crime.The other one helped the murderer.These are the things we know for sure:1. The witness and the one who helped the murderer were not of the same gender.2. The oldest person and the witness were not of the same gender.3. The youngest person and the victim were not of the same gender.4. The one who helped the murderer was older than the victim.5. The father was the oldest member of the family.6. The murderer was not the youngest member of the family.Who was the murderer?,"The mother was the murderer.We know from fact number three that the youngest person wasn't the victim, and from the fourth fact we know the youngest person wasn't the helper and from fact number six  the youngest person was not the killer either. Therefore, the youngest person can only have been the witness. If we make up a chart there are now three possible combinations:Oldest person (father) H H MNext to oldest (mother) V M HNext to youngest (son) M V VYoungest (daughter) W W W(H = Helper ; V = Victim ; M = Murderer ; W = Witness)We can work out from fact number five that the father was the oldest and from fact two that the youngest person must have been the daughter. Therefore the next to the youngest must have been the son and the next to the oldest, the mother!"
"An old man, Dave, lives alone in a flat. Because of his age , he is not able to move comfortably and hence most of the things used to be delivered to his house.On Friday while delivering the mail, the postman feels something suspicious in the flat and try to look inside through the key hole and he saw the bloody body of the old man.Homicide arrived the scene. On the outside of flat, they find two bottles of warm milk, Tuesday newspaper, some unopened mails and some gifts.Homicide waste no time and find the murderer almost immediately. How did they do it, and who was the murderer?",Newspaper delivery man was the murderer because of absence of Wednesday and Thursday missing newspaper.This indicates he already know that there is no one to read it.
"In a recreational activity, you are given four different jars of 2 liters, 4 liters, 6 liters and 8 liters respectively with an unlimited water supply. Then you are asked to measure exactly 5 liters of water using them.How will you do it?",It's impossible! You cannot measure an odd number of liters when we only have jars that hold odd amounts.
A recipe requires 15 minutes to cook. You have a 7 minutes hourglass and an 11 minutes hourglass with you. How will you measure 15 minutes using them?,"You turn the 7 minute one and the 11 minutes one at the same time. When the 7 one finishes, turn it again. When the 11 one finishes, you know that 4 minutes have passed, with 4 minutes to get to the desired 15, all you need to do now is turn the 7 minute hourglass again since it counted 4 minutes, and when it runs out it'll be exactly 15 minutes."
"You are distributing vegetable oil. There are 21 bottles in total out of which 7 are full, 7 half empty and 7 empty. The oils has to be distributed among three people.How will you distribute so that each person gets equal number of bottles and the same quantity of oil?","First Person: 3 full bottles, 1 half empty bottle and 3 empty bottles.Second Person: 3 full bottles, 1 half empty bottle and 3 empty bottles.Third Person: 1 full bottle, 5 half empty bottles and 1 empty bottle."
How many triangles are in this image?,20 triangles.
"A car thief, who had managed to evade the authorities in the past, unknowingly took the automobile that belonged to Detective Anderson. The detective wasted no time and spared no effort in discovering and carefully examining the available clues. He was able to identify four suspects with certainty that one of them was the culprit.The four make the statements below. From twelve of total statements, six are true and six false.Suspect A:1. C and I have met many times before today.2. B is guilty.3. The car thief did not know it was the Detective's car.Suspect B:1. D did not do it.2. D's third statement is false.3. I am innocent.Suspect C:1. I have never met A before today.2. B is not guilty.3. D knows how to drive.Suspect D:1. B's first statement is false.2. I do not know how to drive.3. A did it.Which one is the car thief?","Let's say 6 statements are lies.A's 1st statement and C's 1st statement negate each other. One of them is a lie.C's and D's negate each other. One of them is lying. Therefore, there are 4 additional false statements.Assume A is guilty. If so, A's second statement, B's second statement, and D's first statement are the additional lies.Assume D is guilty. If so, A's second statement, B's first statement, and D's third statement are lies. This also only makes five false statements. D did not do it.Assume C did it. If so, A's second statement, D's first and third statements are false. This again, makes only five false statements.After ruling out suspects A, C and D, B is the culprit. B's third statement, C's second statement, and D's first and third statements are the additional false statements. This adds up to six."
"There are two people in front of you holding guns.One is your best friend and the other is an impostor who looks just like him and knows all that he knows.You also have a gun and must shoot the impostor, if you get it wrong, the impostor will shoot you. If you get it right you and your friend are safe.What is the one question you can ask that will reveal the impostor?",Ask them to drop the gun. The impostor will not do so.
,"The key to this riddle is realizing that you do not have to pull the emergency switch in the first room, the entrance, and so that room will not lock down. You can leave it, and then return to it and go out the other door. And indeed this is exactly what you need to do so you can hit all 16 rooms and end in the exit room.Once you know to leave and reenter the first room, there are eight possible solutions to travel through all the rooms and end at the exit.  Because the first room is clear, you can backtrack through it to get back on the right track and pull the emergency switch in every room, saving the world from agonizing death by ancient virus."
Can you solve the temple riddle?,"Well since you know you are not one of the cursed you can go down a tunnel yourself but you want a good answer from the rest so you split the groups in three leaving two left. Let those two go down one tunnel and the other six go down two separate tunnels as well. When you all meet back 20 minutes later either you have found the tunnel or someone else. Now look at the rule majority rules. If the group of three has 2 people saying it wasn't down that tunnel then you should know it wasn't down that tunnel and one of the liars have been spotted. Same with the other group of three as well as the group of two. Judging by the answers the groups gave you, you should go down the right tunnel and head to safety while the spirits possessing the two people should leave and all is well."
"A favorite by Teddy Roosevelt:""I talk, but I do not speak my mindI hear words, but I do not listen to thoughtsWhen I wake, all see meWhen I sleep, all hear meMany heads are on my shouldersMany hands are at my feetThe strongest steel cannot break my visageBut the softest whisper can destroy meThe quietest whimper can be heard.""",An actor.
"There are five houses in a row. Each house is painted a different color and has a person of a different nationality living in it. Each person drinks a different beverage, smokes a different type of cigar, and owns a different animal as a pet. Using these 15 clues, which person owns the pet fish?The Brit lives in the red house.The Swede has a pet dog.The Dane drinks tea.The green house is directly to the left of the white house.The person in the green house drinks coffee.The person who smokes Pall Mall has a pet bird.The person in the yellow house smokes Dunhill cigars.The person in the center house drinks milk.The Norwegian lives in the first house.The person who smokes Blends lives next to the person with the pet cat.The person with the pet horse lives next to the one who smokes Dunhill.The person who smokes BlueMaster drinks beer.The German smokes Prince.The Norwegian lives next to the blue house.The person who smokes Blends has a neighbor who drinks water.",The German is the pet fish owner.
If there is a B in my hand - what is in my eye?,"In your eye is beauty.This answer is based on the phrase: ""Beauty is in the eye of the beholder."""
"If 1+9+8=1, what is 2+8+9?",10.Why? Take the first letter of each spelled out number:One+Nine+Eight = ONETwo+Eight+Nine = TEN
"Susan uses a toaster that has 2 slots. The toaster toasts one side of each piece of bread at a time, and it takes exactly 1 minute to do so.If Susan wants to make three pieces of toast, what is the LEAST amount of time she needs to toast them on both sides?","3 minutes.She puts two pieces in the toaster, toasting one side of each. Then she flips one of them, takes one out, and puts the completely untoasted piece into the toaster. Finally, she takes out the toasted piece and puts the two half-toasted pieces of bread into the toaster for a minute and she's done."
"If you have an 11 minute and 13 minute hourglass, how can you accurately time 15 minutes?","Start both hourglasses then when the 11 minute hourglass has finished immediately flip it again. When the 13 minute hourglass runs out the 11 minute hourglass will have 9 minutes left, so flip it and it will last another 2 minutes, 13 minutes + 2 minutes = 15 minutes."
"Use the numbers 2, 3, 4 and 5 and the symbols + and = to make a true equation.Conditions: Each must be used exactly once and no other numbers or symbols can be used.",3(2) = 4 + 53 to the power of 2 is 9 = 4 + 5
"Mike has some chickens that have been laying him plenty of eggs. He wants to give away his eggs to several of his friends, but he wants to give them all the same number of eggs. He figures out that he needs to give 7 of his friends eggs for them to get the same amount, otherwise there is 1 extra egg left.What is the least number of eggs he needs for this to be true?","301 eggs.The number of eggs must be one more than a number that is divisible by 2, 3, 4, 5, and 6 since each of these numbers leave a remainder of 1.For this to be true one less than the number must be divisible by 5, 4, and 3 (6 is 2*3 and 2 is a factor of 4 so they will automatically be a factor). 5 * 4 * 3 = 60. Then you just must find a multiple of 60 such that 60 * n + 1 is divisible by 7. 61 / 7, 121 / 7, 181 / 7, 241 / 7 all leave remainders but 301 / 7 doesn't."
"Four people need to cross a bridge in 17 minutes in the middle of the night. The bridge can only hold two or less people at any time and they only have one flashlight so they must travel together (or alone). The flashlight can only travel with a person so every time it crosses the bridge it must be carried back. Tom can cross in 1 minute, John can cross in 2 minutes, Sally can cross in 5 minutes, and Connor can cross in 10 minutes. If two people cross together they go as fast as the slower person.How can they cross the bridge in 17 minutes or less?",First Tom and John will cross (2 minutes). Then Tom will bring the flashlight back (1 minute). Next Sally and Connor will cross (10 minutes). Then John will bring the flashlight back (2 minutes). Finally John and Tom will cross (2 minutes). 2 + 1 + 10 + 2 + 2 = 17 minutes.
"In an apartment complex in New York there are one hundred married couples. When one of the husbands cheats on his wife with one of the other wives, his wife has no idea. With the large amount of gossip in the complex, all of the other wives know he is cheating. If a wife finds out that her husband is cheating on her, she kills him the following morning. Someone anonymously sends an email to all of the wives in the building saying that at least 1 man is cheating on his wife in the building.How many husbands will be killed and how long will it take?","All of the men (n) who are cheating will be killed and it will take one less than the number of cheating men nights (n-1) for their wives to discover this.If one man was cheating, and that woman hadn't have heard of any other infidelity she would know it was her husband that was cheating. If there was two men cheating, both of their wives would think that since they have only heard of one man cheating he should die the next morning. If he doesn't die, she knows her husband must also be cheating and that's why the other husband didn't die. Following this logic, you can know that all of the men will die after one less night than there is cheating men."
"You have been given the task of transporting 3,000 apples 1,000 miles from Apple-York to Strawberry-Ville. Your truck can carry 1,000 apples at a time. Every time you travel a mile towards Strawberry-Ville you must pay a tax of 1 apple but you pay nothing when going in the other direction (towards Apple-York).What is highest number of apples you can get to Strawberry-Ville?","833 apples.How to solve:You need to make 3 trips of 1,000 apples - 333 miles. You will be left with 2,001 apples and 667 miles to go.Next you want to take 2 trips of 1,000 apples 500 miles. You will be left with 1,000 apples and 167 miles to go (you have to leave an apple behind).Finally, you travel the last 167 miles with one load of 1,000 apples and are left with 833 apples in Strawberry-ville."
"I am small, but, when entire, of force to set a town on fire!Let but one letter disappear, I then can hold a herd of deer;Take one more off, and then you'll find, I once contained all human kind.",A Spark.
What is the value of 1/2 of 2/3 of 3/4 of 4/5 of 5/6 of 6/7 of 7/8 of 8/9 of 9/10 of 1000?,100.
"I am the reason you run, because I allow it. I am the reason you scream. I am the cause of all your pain. I am a cage from which you will never be free.",Your body.
"I am a term used to confirm. But take away my front, my face, I become known as human avarice.",Agreed.
"Four golfers named Mr. Black, Mr. White, Mr. Brown and Mr. Blue were competing in a tournament. The caddie didn't know their names, so he asked them. One of them, Mr. Brown, told a lie.The 1st golfer said ""The 2nd Golfer is Mr. Black.""The 2nd golfer said ""I am not Mr. Blue!""The 3rd golfer said ""Mr. White? That's the 4th golfer.""And the 4th golfer remained silent. Which one of the golfers is Mr. Blue?",The 3rd one.
"Although I'm not an insect, some people found me very difficult to exterminate. They called me something like 'insane priest.' The first half of my name means the same as 'scrape,' and my last three letters are a metal. Who am I?",Rasputin
"I have a clock in my house, on the wall.On a summer's day I forgot to wind it and it stopped. Then I went to visit a friend who had a watch that was always right on time. After I stayed for a bit, I went home, made a simple alteration and set the clock just right.Now how did I do this when I had no watch on me to tell how long it took me to come back from my friend's place?","Before I left, I wound the wall clock. Upon my return, the amount of change that I could see in the clock is how long it took to go to my friends place and come back, adding to that the time I spent there, which I know because the clock at my friend's place is accurate. Subtracting the time of the visit from the time I was absent from my house, and dividing by 2, I obtained the time it took me to return home. I added this time to what my friend watch showed when I left, and set the sum on my wall clock."
"How many pluses should we put between the digits of 987,654,321 to get a total of 99, and where?","There are 2 ways, with 6 numbers or 7:Six: 9 + 8 + 7 + 6 + 5 + 43 + 21 = 99Seven: 9 + 8 + 7 + 65 + 4 + 3 + 2 + 1 = 99"
"Twelve flags stand equidistant along the track at the stadium. The runners start at the first flag. A runner reaches the eighth flag 8 seconds after he starts. If he runs at an even speed, how many seconds does he need altogether to reach the twelfth flag?","There are seven distances from the first flag tot the eighth, and 11 from the first to the twelfth. He runs each distance in 8/7 seconds; therefore, 11 distances take 88/7= 12 4/7 seconds."
