questions,answers
I feed on leaves from treetops but my feet never leave the earth.What am I?,A giraffe.
"I go to school all my life, and I never leave the water, even though I breathe air. What am I?",A dolphin.
"I often join you at parties and holidays, but I never get to enjoy them.What am I?",A turkey.
I grow from egg to fish to creature.I burp when I talk and I jump when as I walk.What am I?,A frog.
"I have no legs, eyes, or nose, but if you give me enough time, I can move the earth.What am I?",A worm.
I have black circles around my eyes - even when I'm not exhausted.What am I?,A panda.
Play me with a ball and bat. Or hear me sing in a tophat.What am I?,A cricket.
"Born in water, I drown in water.A blood-thirsty beast you can barely see.What am I?",A mosquito.
"As small as your thumb, I am light in the air.You may hear me before you see me, But trust me, I'm there.What am I?",A hummingbird.
"I have a face like a tree and skin like the sea.A great beast I am, yet small vermin frighten me.What am I?",An elephant.
"I create my lair with earthen string,And dispatch my prey with a biting sting.What am I?",A spider.
"I had no father, only a grandfather... I shall bear no sons, only daughters.What am I?",A bee.
I plow and plow but never sow.What am I?,A pig.
"I have four legs but no tail. Usually, I am heard only at night.What am I?",A frog.
"What is that which, while it lives, constantly changes its habit, That is buried before it is dead, and whose tomb is valued wherever it is found?",A silkworm.
"My first letter is in window but not in pane.My second's in road but not in lane.My third is in oval but not in round.My fourth is in hearing but not in sound.My whole is known as a sign of peace.And from Noah's Ark, I won quick release.What am I?",A dove.
"A prickly house a little host contains.The pointed weapons keep back from pains,So he, unarmed, safe in his fort remains.Who is he?",A hedgehog.
What can honk without a horn?,A goose.
"I am an insect, and the first part of my name is another insect.What insect am I?",A beetle.
My first letter is in ocean but never in sea.My second's in wasp but never in bee.My third is in glider and also in flight.My whole is a creature that comes out at night.What am I?,An owl.
"Oh, how I love my dancing feet!They stay together - oh so neat.And when I want to walk a line,They all stay together and do double time.I count them up, ten times or more,And race on-off, across the floor.",A centipede.
"I can jump, I can swim,I swing from tree to tree.And I can also weave a houseThat's much bigger than me.What am I?",A spider.
"It can be in a hat,Or out of the bag.If you see it you'll be smitten,'Cause it's fluffy like a mitten.What is it?",A cat.
"It's small but larger than a bee,And agile as a flea.It hums but does not buzz,And it's not covered with fuzz.It is a small collectorOr juicy flower nectar,What is it?",A hummingbird.
"It can be white, blue, or black,Humped or have a horn.And when it talks, it sings its minuets,As it's traveling the depths.What is it?",A whale.
"I have no sword, I have no spear,Yet rule a horde that many fear,My soldiers fight with a wicked sting,I rule with might, yet I'm no king.What am I?",A queen bee.
"The cow is my cousin.If you see my name, you'll understand why.What am I?",A moose.
"What has armor but is not a knight,Snaps but is not a twig,And is always at homeEven on the move?",A turtle.
"If a man could carry my burden, he would break his back.I am not rich, but leave silver in my track.What am I?",A snail.
"I hang upside-down on trees.I'm the opposite of busy bees.I sleep and sleep, I'm very slow, and on each footI have three toes.What am I?",A sloth.
"I am both a bird and a kind of fruit, and I can even be a person.What am I?",Kiwi.
"You say ""hey."" I'll eat it.I say ""neigh.""What am I?",A horse.
"My start goes on toast, and my end's how birds move.My baby eats leaves, whereas I drink flowers.",Butterfly.
"Cupid without a bow.Donner with no kebab.One who dances, one who prances, all dragging present-giving dad.What am I?",A reindeer.
I've got a hole in my back and legs I lack.I live where I can't breathe and I eat without teeth.What am I?,A whale.
"I walk on silken strings and catch all sorts of things.When you find my home, I am gone.What am I?",A spider.
I'm the only known mammal incapable of jumping. That's because I'm very large.What animal am I?,An elephant.
"My field of vision is 270 degrees, and I'm quiet and sneaky like a ninja when I hunt for my prey.What bird am I?",An owl.
"I was born small and pink, but then I grew big and black and white.I'm lazy to cook, so all I eat is bamboo.What animal am I?",A panda.
"I've got horns, but I can't honk.Instead, I bleat, but I'm no sheep.What am I?",A goat
"I am a king, and the jungle is my kingdom.I have a lush mane, and I'm tough to train.What am I?",A lion.
"I live in a den, and I wear a furry suit.I like to eat fish, but also berries and fruit.I love honey more than you do.What animal am I?",A bear.
"I wear a tuxedo when I'm swimming, and I slide on my tummy across the ice.What am I?",A penguin.
"I have a mane, but I'm no lion. I wear shoes, but I'm not a human.What am I?",A horse.
"I have a lump or two on my back, and I live in the sand.I'm tough and I'll carry you over the land.What am I?",A camel.
"I'm spotty and swift, but I'm no leopard.And no one wants to play cards with me.What am I?",A cheetah.
The alphabet starts with A and ends in Z. I go the other way around.What am I?,A zebra.
"I am an animal, but my name makes you think of dessert or something you might put in your hair.What am I?",A moose.
"It takes me a couple of weeks to digest what I eat, and I'm never in a hurry.What am I?",A sloth.
"You may find me cute, but I'm too big for a pet.I have a long trunk, and I never forget.What am I?",An elephant.
Which word is the odd one out: First Second Third Forth Fifth Sixth Seventh Eighth?,Forth. It is incorrectly spelled.
"What has eyes but can't see, a tongue but can't talk, and a soul but can never find love?",A shoe.
"Mary's father has five children. They are Nana, Nene, Nini, and Nono. What is the fifth childs name?",Mary.
How do you spell hard water with three letters?,Ice
What's a horse's favorite sport?,Stable Tennis.
When is a football player like a judge?,When he sits on the bench.
Why are frogs so good at basketball?,Because they always make jump shots.
Why did Tarzan spend so much time on the golf course?,He was perfecting his swing.
What is a fighter's favorite dog?,A Boxer
What kind of tree can fit into your hand?,Palm tree
How did Ben Franklin feel after discovering electricity?,Shocked
"Anyone can hold me, even without their hands, yet no one can do it for long.What am I?",Your breath.
What kind of pig knows martial arts?,A Pork Chop
Where do fat cows go on vacation?,Moo York.
How do Easter bunnies travel?,By HAREplanes.
"A one-seeded fruit I may be, but all of your calendars are full of me. What am I?",A date.
"They are dark and on the run, but without sun there will be none. What are they?",Shadows.
"I love sugars and treats, I am a little critter and I sound a lot like your Mom and Dad's sister. What am I?",An ant.
What can you stick between a 3 and a 4 so that the result is more than three but less than four?,"A point, dot or period (3.4)"
This amazing ancient invention allowed people to see straight through walls. What was it?,The window.
What two things can you never eat for breakfast?,Lunch and dinner!
"Three men were in a boat. It capsized, but only two got their hair wet. Why?""",One of the men was bold!
What is made of water but if you put it into water it will die?,An ice cube.
"If two's company, and three's a crowd, what are four and five?",Nine!
What has a bottom at the top?,Legs!
"What runs all around a backyard, yet never moves?",A fence.
"He has married many women, but has never been married. Who is he?",A Priest
"What has six faces, but does not wear makeup, has twenty-one eyes, but cannot see?",A Die (dice)
You live in a one story house made entirely of redwood. What color would the stairs be?,What stairs? You live in a ONE STORY house.
What can you see in the middle of March and April that you can never see in any other month?,The letter R.
"It has existed for millions of years, but is never more than a month old. What is it?",The moon.
"What begins with T, ends with T, and has T in it?",A teapot.
What must you break before you can use it?,An egg.
What do you get when you cross a car and a long hallway?,A Carridor!
"t has a long neck, A name of a bird, Feeds on cargo of ships, It's not alive,What is it?",A crane.
What can rise without ever sleeping?,Bread.
How do you make 7 even?,Remove the S!
Why can an elephant go to the swimming pool at any time?,Because they always have their trunk!
Which circus performers can see in the dark?,The Acro-Bats!
"I am first on earth, the second in heaven.I appear twice a week, though you only see me once in a year.What am I?",The letter E.
"This riddle is from the 5th Harry Potter movie and book, so if you've read or seen them, please skip to the next riddle!""First think of the personwho lives in disguise,who deal in secrets and tells naught but lies.Next, tell me what's alwaysthe last thing to mend,the middle of middle andend of end? And finally,give me the sound often heardDuring the search for a hard-to-find word.Now string them together, and answer me this,Which creature would you be unwilling to kiss?""",A Spider.
"Ben has math lessons 4 times a week. If he has math 8:00 Monday, 9:20 on Tuesday, 10:40 on Wednesday, and 1:20 on Friday, when does Ben have math on Thursday?","He doesn't have math on Thursday... Only 4 times a week, remember?"
What moves across the land but never has to steer?It has delivered our goods year after year.What is it?,Train
"If you toss a coin 10 times and it lands heads up every time, what are the chances it will land heads up if you toss it again?",
"A doctor and a bus driver are in love with the same woman, Sarah. The bus driver had to go on a long trip that would take a week. Before he left, he gave Sarah 7 apples. Why did he do that?",An apple a day keeps the doctor away!
"If eleven plus two equals one, what does nine plus five equal?",11 o'clock plus 2 hours = 1 o'clock9 o'clock plus 5 hours = 2 o'clock
You live in a one storey house made entirely of redwood. What color would the stairs be?,What stairs? You live in a one storey house.
I am white and I am black. I am not fat because I need to be fast.  I confuse many people with my style. What am I?,A zebra.
My neighbor makes mistakes. I get rid of them. what am I?,An eraser.
"I am green skinned, ugly and come out at night with an old broom. Who am I?",A witch.
"I love spinach and fighting, who am I?",Popeye.
I cause your vehicle to move without wanting to. What am I?,Tow truck
When does Christmas come before Thanksgiving?,In the dictionary.
What's black and white and read all over?,A newspaper.
What has a bottom at the top?,Your legs.
"There is a rooster sitting on top of a barn. If it laid an egg, which way would it roll?",Roosters don't lay eggs!
"If you have two coins which total 35 cents and one of the coins is not a dime, what are the two coins?","A dime and a quarter.(One is not a dime, but the other one is)"
What do you call a rabbit with fleas?,Bugs Bunny.
"I pass before the sun and move things about, yet make no shadow. What am I?",Wind.
What kind of insect cooks greasy foods?,Butterfry
"People make me, save me, change me, raise me. What am I?",Money.
"I turn once, what is out will not get in. I turn again, what is in will not get out. What am I?",A key.
"The more you take, the more you leave behind. What are they?",Footsteps.
"A man calls his dog from the opposite side of the river. The dog crosses the river without getting wet, and without using a bridge or boat. How?",The river was frozen.
"Two fathers and two sons are in a car, yet there are only three people in the car. How?","They are a grandfather, father and son."
I am an odd number. Take away a letter and I become even. What number am I?,Seven
"What has 13 hearts, but no other organs?",A deck of cards.
"What has many needles, but doesn't sew?",A Christmas tree.
What can you break without ever touching it?,Possible answers:1. Trust.2. A promise
"I start with T, end with T, and have T in me. What am I?",A Tea pot
What question can you never answer yes to?,Are you asleep?
What month of the year has 28 days?,All of them
"Complete the sentence:If Tom's father is Tony, then Tony is the _____ of Tom's father.",Name.
I am a part of your body. You can hold me in your left hand but not in your right hand. What am I?,Your right elbow.
Michael was 13 years old in 1980 and 8 years old in 1985. How is it possible?,The dates are in BC.
What did the little lobster get on its math test?,Sea-plus.
How many times can you subtract the number 5 from 25?,Once. After that it's not 25 anymore.
What did one math book say to the other math book?,"""I've got a lot of problems."""
What month do all soldiers hate?,March.
"If two is a company and three is a crowd, what is 4 and 5?",9.
"A man has 365 apples. You take away 31, how many apples do you have?",31.You took 31 apples so that's how many you have.
"They are dark and on the run, and without sun there will be none.What are they?",Shadows.
"If I have it, I don't share it. If I share it, I don't have it.What is it?",A secret.
What has 4 eyes but cannot see?,Mississippi
"I can sizzle like bacon, I am made with an egg, I have plenty of backbone, but lack a good leg.I peel layers like onions, but still remain whole, I can be long like a flagpole, yet fit in a hole.What am I?",A snake.
What kind of coat can only be used when wet?,A coat of paint.
"If you drop me I'm sure to crack, but give me a smile and I'll always smile back.What am I?",A mirror.
You answer me but I ask you nothing. What am I?,A phone.
"When you have more of me, you see a lot less.What am I?",Darkness.
"What flies when it's born, lies when it's alive, and runs when it's dead?",A snow flake.
"Give me food, and I will live. Give me water, and I will die. What am I?",Fire.
What do you break before you use it?,An egg.
What gets whiter the dirtier it gets?,A chalkboard.
I have 4 legs but I can't walk. What am I?,A table.
"I always follow my brother, though very different we are. You can see him but not me, you can hear me, but not him.",Thunder.
What falls often but never gets hurt?,Rain.
What type of dress can never be worn?,An address.
"You use me from your head to your toes. The more I work, the thinner I grow. What am I?",A bar of soap.
"A man pushes his car, stops in front of a hotel, and immediately goes bankrupt. What is he doing?",He was playing monopoly.
"When they're alive we sing, when they're dead we clap! What are they?",Birthday candles.
"What has cities but no house.Forests, but not trees.Water, but no fish?",A map.
"If you cut me, I won't cry - but YOU will.What am I?",An onion.
"What can you catch, but not throw?",A cold.
What loses a head in the morning and gains it again at night?,A pillow.
What tastes better than it smells?,A tongue.
"Everyone asks for me, but everyone hates to face me. For some I am agony. For others, I am relief.What Am I?",The truth.
It only increases and never decreases. What is it?,Our Age.
I'm not alive but I have five fingers. What Am I?,A glove.
Which tire doesn't move when a car makes a right turn?,The spare tire.
"A magician is standing on a concrete floor holding a raw egg with his hand outstretched.Without the aid of any other objects, he is able to drop the egg 2 feet without breaking its shell.How did he do it?","He dropped it from further than 2 feet, it fell the first 2 feet without breaking, before it broke on the floor."
If...Dog = 4Cat = 4Donkey = 6 andFish = 0THEN...What is ROOSTER equal to?,14 (Cock-a-doodle-doo)!
A businessman buys a horse for $10 and sells it for $20. He then buys the same horse for $30 and sells it for $40.How much has the businessman earned in these 2 deals?,$20.
Two people are walking towards each other on a beach. They are both completely identical. Who will be the first to greet the other?,"The more polite one, of course."
"You enter a dark room. In the room there is a gas stove, a kerosene lamp and a candle.You have a matchbox in your pocket, what will you light first?","A match, of course."
"Stacy's mother had 4 children: The first was April, the second was May, and the third was June.What was the name of the 4th child?",Stacy.
"How could the 22nd and 24th presidents of the United States have the same parents, but weren't brothers?","It was the same person, Grover Cleveland, who was elected twice, not in a row."
RAILROAD CROSSING.WATCH OUT FOR THE CARS!Can you spell that without any 'R's?,T-H-A-T.
Mr. Thompson has 2 children. One of them is a boy. What are the odds the second kid is also a boy?,50%
"I'm light as a feather, yet the strongest man can't hold me for more than a few minutes.What Am I?",Breath.
"A man is pushed out of an airplane, without a parachute. How was he able to survive?",The airplane was on the runway.
"A woman from New York married ten different men from that city, yet she did not break any laws. None of these men died, and she never divorced. How was this possible?",The lady was a Justice of the Peace and married other people.
What is the coolest letter in the alphabet?,B! Why?Because it's surrounded by AC!
"If you have two twins, three triplets and four quadruplets, how many people do you have?","2 + 3 + 4 = 9 | Two twins are 2 people, three triplets are 3 people, and four quadruplets are 4 people."
The barber of Seville shaves all men living in Seville.No man living in Seville is allowed to shave himself.The barber lives in Seville.Who then shaves the barber of Seville?,No one - the barber of Seville is a woman.
"I can shave every day, but my beard will stay the same. What am I?",A barber.
"Brothers and sisters I have none, but this man's father is my father's son. Who is the man?",My son.
What kind of tree can you carry in your hand?,A palm tree.
"Paul's height is six feet, he's an assistant at a butcher's shop, and wears size 9 shoes. What does he weigh?",Meat
I can travel around the world while staying in a corner.What Am I?,A stamp.
A new medical building containing 100 offices had just been completed. Mark was hired to paint the numbers 1 to 100 on the doors. How many times will Mark have to paint the number nine?,"20!These are the doors: 9, 19, 29, 39, 49, 59, 69, 79, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99."
